      1 GO:0000027	ribosomal large subunit assembly
      1 GO:1903428	positive regulation of reactive oxygen species biosynthetic process
      1 GO:1903513	endoplasmic reticulum to cytosol transport
      1 GO:1903576	response to L-arginine
      1 GO:1903649	regulation of cytoplasmic transport
      1 GO:1903650	negative regulation of cytoplasmic transport
      1 GO:1903651	positive regulation of cytoplasmic transport
      1 GO:1903826	arginine transmembrane transport
      1 GO:1904018	positive regulation of vasculature development
      1 GO:1904356	regulation of telomere maintenance via telomere lengthening
      1 GO:1904358	positive regulation of telomere maintenance via telomere lengthening
      1 GO:1904407	positive regulation of nitric oxide metabolic process
      1 GO:1904666	regulation of ubiquitin protein ligase activity
      1 GO:1904667	negative regulation of ubiquitin protein ligase activity
      1 GO:1904705	regulation of vascular associated smooth muscle cell proliferation
      1 GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation
      1 GO:1904772	response to tetrachloromethane
      1 GO:1904809	regulation of dense core granule transport
      1 GO:1904810	negative regulation of dense core granule transport
      1 GO:1904811	positive regulation of dense core granule transport
      1 GO:1904814	regulation of protein localization to chromosome, telomeric region
      1 GO:1904816	positive regulation of protein localization to chromosome, telomeric region
      1 GO:1904851	positive regulation of establishment of protein localization to telomere
      1 GO:1904872	regulation of telomerase RNA localization to Cajal body
      1 GO:1904874	positive regulation of telomerase RNA localization to Cajal body
      1 GO:1904949	ATPase complex
      1 GO:1904951	positive regulation of establishment of protein localization
      1 GO:1905063	regulation of vascular associated smooth muscle cell differentiation
      1 GO:1905065	positive regulation of vascular associated smooth muscle cell differentiation
      1 GO:1905368	peptidase complex
      1 GO:1905369	endopeptidase complex
      1 GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process
      1 GO:1905461	positive regulation of vascular associated smooth muscle cell apoptotic process
      1 GO:1905915	regulation of cell differentiation involved in phenotypic switching
      1 GO:1905917	positive regulation of cell differentiation involved in phenotypic switching
      1 GO:1905930	regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching
      1 GO:1905932	positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching
      1 GO:1990033	dendritic branch point
      1 GO:1990112	RQC complex
      1 GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process
      1 GO:1990138	neuron projection extension
      1 GO:1990167	protein K27-linked deubiquitination
      1 GO:1990168	protein K33-linked deubiquitination
      1 GO:1990351	transporter complex
      1 GO:1990415	Pex17p-Pex14p docking complex
      1 GO:1990429	peroxisomal importomer complex
      1 GO:1990542	mitochondrial transmembrane transport
      1 GO:1990575	mitochondrial L-ornithine transmembrane transport
      1 GO:1990726	Lsm1-7-Pat1 complex
      1 GO:1990822	basic amino acid transmembrane transport
      1 GO:1990823	response to leukemia inhibitory factor
      1 GO:1990830	cellular response to leukemia inhibitory factor
      1 GO:1990841	promoter-specific chromatin binding
      1 GO:1990948	ubiquitin ligase inhibitor activity
      1 GO:2000028	regulation of photoperiodism, flowering
      1 GO:2000035	regulation of stem cell division
      1 GO:2000037	regulation of stomatal complex patterning
      1 GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process
      1 GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process
      1 GO:2000106	regulation of leukocyte apoptotic process
      1 GO:2000109	regulation of macrophage apoptotic process
      1 GO:2000147	positive regulation of cell motility
      1 GO:2000171	negative regulation of dendrite development
      1 GO:2000179	positive regulation of neural precursor cell proliferation
      1 GO:2000218	negative regulation of invasive growth in response to glucose limitation
      1 GO:2000220	regulation of pseudohyphal growth
      1 GO:2000221	negative regulation of pseudohyphal growth
      1 GO:2000232	regulation of rRNA processing
      1 GO:2000234	positive regulation of rRNA processing
      1 GO:2000242	negative regulation of reproductive process
      1 GO:2000269	regulation of fibroblast apoptotic process
      1 GO:2000279	negative regulation of DNA biosynthetic process
      1 GO:2000331	regulation of terminal button organization
      1 GO:2000377	regulation of reactive oxygen species metabolic process
      1 GO:2000379	positive regulation of reactive oxygen species metabolic process
      1 GO:2000434	regulation of protein neddylation
      1 GO:2000435	negative regulation of protein neddylation
      1 GO:2000573	positive regulation of DNA biosynthetic process
      1 GO:2000615	regulation of histone H3-K9 acetylation
      1 GO:2000617	positive regulation of histone H3-K9 acetylation
      1 GO:2000648	positive regulation of stem cell proliferation
      1 GO:2000677	regulation of transcription regulatory region DNA binding
      1 GO:2000678	negative regulation of transcription regulatory region DNA binding
      1 GO:2000785	regulation of autophagosome assembly
      1 GO:2001234	negative regulation of apoptotic signaling pathway
      1 GO:2001235	positive regulation of apoptotic signaling pathway
      1 GO:2001243	negative regulation of intrinsic apoptotic signaling pathway
      1 GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
      2 GO:0000082	G1/S transition of mitotic cell cycle
      2 GO:0000149	SNARE binding
      2 GO:0000280	nuclear division
      2 GO:0000281	mitotic cytokinesis
      2 GO:0000282	cellular bud site selection
      2 GO:0000305	response to oxygen radical
      2 GO:0000322	storage vacuole
      2 GO:0000324	fungal-type vacuole
      2 GO:0000408	EKC/KEOPS complex
      2 GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      2 GO:0000460	maturation of 5.8S rRNA
      2 GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      2 GO:0000469	cleavage involved in rRNA processing
      2 GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      2 GO:0000478	endonucleolytic cleavage involved in rRNA processing
      2 GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      2 GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      2 GO:0000723	telomere maintenance
      2 GO:0000775	chromosome, centromeric region
      2 GO:0000776	kinetochore
      2 GO:0000920	septum digestion after cytokinesis
      2 GO:0000938	GARP complex
      2 GO:0000956	nuclear-transcribed mRNA catabolic process
      2 GO:0000966	RNA 5'-end processing
      2 GO:0000967	rRNA 5'-end processing
      2 GO:0000976	transcription regulatory region sequence-specific DNA binding
      2 GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
      2 GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
      2 GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
      2 GO:0000987	cis-regulatory region sequence-specific DNA binding
      2 GO:0001101	response to acid chemical
      2 GO:0001558	regulation of cell growth
      2 GO:0001889	liver development
      2 GO:0002009	morphogenesis of an epithelium
      2 GO:0002039	p53 binding
      2 GO:0002165	instar larval or pupal development
      2 GO:0002251	organ or tissue specific immune response
      2 GO:0002385	mucosal immune response
      2 GO:0002520	immune system development
      2 GO:0002682	regulation of immune system process
      2 GO:0002949	tRNA threonylcarbamoyladenosine modification
      2 GO:0003333	amino acid transmembrane transport
      2 GO:0003690	double-stranded DNA binding
      2 GO:0003712	transcription coregulator activity
      2 GO:0003714	transcription corepressor activity
      2 GO:0003724	RNA helicase activity
      2 GO:0003729	mRNA binding
      2 GO:0003779	actin binding
      2 GO:0004175	endopeptidase activity
      2 GO:0004386	helicase activity
      2 GO:0004601	peroxidase activity
      2 GO:0004683	calmodulin-dependent protein kinase activity
      2 GO:0004842	ubiquitin-protein transferase activity
      2 GO:0004843	thiol-dependent ubiquitin-specific protease activity
      2 GO:0005102	signaling receptor binding
      2 GO:0005507	copper ion binding
      2 GO:0005509	calcium ion binding
      2 GO:0005516	calmodulin binding
      2 GO:0005576	extracellular region
      2 GO:0005732	small nucleolar ribonucleoprotein complex
      2 GO:0005793	endoplasmic reticulum-Golgi intermediate compartment
      2 GO:0005795	Golgi stack
      2 GO:0005874	microtubule
      2 GO:0005935	cellular bud neck
      2 GO:0006091	generation of precursor metabolites and energy
      2 GO:0006260	DNA replication
      2 GO:0006342	chromatin silencing
      2 GO:0006402	mRNA catabolic process
      2 GO:0006403	RNA localization
      2 GO:0006412	translation
      2 GO:0006413	translational initiation
      2 GO:0006479	protein methylation
      2 GO:0006590	thyroid hormone generation
      2 GO:0006605	protein targeting
      2 GO:0006644	phospholipid metabolic process
      2 GO:0006650	glycerophospholipid metabolic process
      2 GO:0006733	obsolete oxidoreduction coenzyme metabolic process
      2 GO:0006749	glutathione metabolic process
      2 GO:0006855	drug transmembrane transport
      2 GO:0006865	amino acid transport
      2 GO:0006873	cellular ion homeostasis
      2 GO:0006891	intra-Golgi vesicle-mediated transport
      2 GO:0006913	nucleocytoplasmic transport
      2 GO:0006914	autophagy
      2 GO:0006935	chemotaxis
      2 GO:0006955	immune response
      2 GO:0007015	actin filament organization
      2 GO:0007018	microtubule-based movement
      2 GO:0007021	tubulin complex assembly
      2 GO:0007032	endosome organization
      2 GO:0007033	vacuole organization
      2 GO:0007289	spermatid nucleus differentiation
      2 GO:0007338	single fertilization
      2 GO:0007409	axonogenesis
      2 GO:0007411	axon guidance
      2 GO:0007417	central nervous system development
      2 GO:0007420	brain development
      2 GO:0007444	imaginal disc development
      2 GO:0007472	wing disc morphogenesis
      2 GO:0007476	imaginal disc-derived wing morphogenesis
      2 GO:0007507	heart development
      2 GO:0007528	neuromuscular junction development
      2 GO:0007552	metamorphosis
      2 GO:0007560	imaginal disc morphogenesis
      2 GO:0007589	body fluid secretion
      2 GO:0007591	molting cycle, chitin-based cuticle
      2 GO:0007593	chitin-based cuticle sclerotization
      2 GO:0007595	lactation
      2 GO:0007610	behavior
      2 GO:0008017	microtubule binding
      2 GO:0008168	methyltransferase activity
      2 GO:0008186	RNA-dependent ATPase activity
      2 GO:0008213	protein alkylation
      2 GO:0008219	cell death
      2 GO:0008234	cysteine-type peptidase activity
      2 GO:0008237	metallopeptidase activity
      2 GO:0008365	adult chitin-based cuticle development
      2 GO:0008483	transaminase activity
      2 GO:0008610	lipid biosynthetic process
      2 GO:0008654	phospholipid biosynthetic process
      2 GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
      2 GO:0009064	glutamine family amino acid metabolic process
      2 GO:0009084	glutamine family amino acid biosynthetic process
      2 GO:0009108	obsolete coenzyme biosynthetic process
      2 GO:0009165	nucleotide biosynthetic process
      2 GO:0009259	ribonucleotide metabolic process
      2 GO:0009260	ribonucleotide biosynthetic process
      2 GO:0009295	nucleoid
      2 GO:0009410	response to xenobiotic stimulus
      2 GO:0009528	plastid inner membrane
      2 GO:0009534	chloroplast thylakoid
      2 GO:0009535	chloroplast thylakoid membrane
      2 GO:0009553	embryo sac development
      2 GO:0009566	fertilization
      2 GO:0009579	thylakoid
      2 GO:0009620	response to fungus
      2 GO:0009706	chloroplast inner membrane
      2 GO:0009743	response to carbohydrate
      2 GO:0009792	embryo development ending in birth or egg hatching
      2 GO:0009826	unidimensional cell growth
      2 GO:0009886	post-embryonic animal morphogenesis
      2 GO:0009896	positive regulation of catabolic process
      2 GO:0009931	calcium-dependent protein serine/threonine kinase activity
      2 GO:0010008	endosome membrane
      2 GO:0010171	body morphogenesis
      2 GO:0010269	response to selenium ion
      2 GO:0010501	RNA secondary structure unwinding
      2 GO:0010821	regulation of mitochondrion organization
      2 GO:0010857	calcium-dependent protein kinase activity
      2 GO:0010975	regulation of neuron projection development
      2 GO:0015171	amino acid transmembrane transporter activity
      2 GO:0015179	L-amino acid transmembrane transporter activity
      2 GO:0015807	L-amino acid transport
      2 GO:0015893	drug transport
      2 GO:0015980	energy derivation by oxidation of organic compounds
      2 GO:0016071	mRNA metabolic process
      2 GO:0016241	regulation of macroautophagy
      2 GO:0016311	dephosphorylation
      2 GO:0016324	apical plasma membrane
      2 GO:0016567	protein ubiquitination
      2 GO:0016571	histone methylation
      2 GO:0016579	protein deubiquitination
      2 GO:0016604	nuclear body
      2 GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
      2 GO:0016684	oxidoreductase activity, acting on peroxide as acceptor
      2 GO:0016741	transferase activity, transferring one-carbon groups
      2 GO:0016769	transferase activity, transferring nitrogenous groups
      2 GO:0016791	phosphatase activity
      2 GO:0016829	lyase activity
      2 GO:0017016	Ras GTPase binding
      2 GO:0017038	protein import
      2 GO:0017137	Rab GTPase binding
      2 GO:0018022	peptidyl-lysine methylation
      2 GO:0018149	peptide cross-linking
      2 GO:0019693	ribose phosphate metabolic process
      2 GO:0019783	ubiquitin-like protein-specific protease activity
      2 GO:0019787	ubiquitin-like protein transferase activity
      2 GO:0019954	asexual reproduction
      2 GO:0020037	heme binding
      2 GO:0021549	cerebellum development
      2 GO:0021700	developmental maturation
      2 GO:0022037	metencephalon development
      2 GO:0022604	regulation of cell morphogenesis
      2 GO:0022900	electron transport chain
      2 GO:0022904	respiratory electron transport chain
      2 GO:0030003	cellular cation homeostasis
      2 GO:0030097	hemopoiesis
      2 GO:0030133	transport vesicle
      2 GO:0030145	manganese ion binding
      2 GO:0030162	regulation of proteolysis
      2 GO:0030234	enzyme regulator activity
      2 GO:0030332	cyclin binding
      2 GO:0030334	regulation of cell migration
      2 GO:0030424	axon
      2 GO:0030433	ubiquitin-dependent ERAD pathway
      2 GO:0030448	hyphal growth
      2 GO:0030515	snoRNA binding
      2 GO:0030879	mammary gland development
      2 GO:0030902	hindbrain development
      2 GO:0031267	small GTPase binding
      2 GO:0031300	intrinsic component of organelle membrane
      2 GO:0031301	integral component of organelle membrane
      2 GO:0031331	positive regulation of cellular catabolic process
      2 GO:0031647	regulation of protein stability
      2 GO:0031969	chloroplast membrane
      2 GO:0031976	plastid thylakoid
      2 GO:0032040	small-subunit processome
      2 GO:0032092	positive regulation of protein binding
      2 GO:0032153	cell division site
      2 GO:0032200	telomere organization
      2 GO:0032259	methylation
      2 GO:0032269	negative regulation of cellular protein metabolic process
      2 GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process
      2 GO:0032446	protein modification by small protein conjugation
      2 GO:0032456	endocytic recycling
      2 GO:0032588	trans-Golgi network membrane
      2 GO:0032786	positive regulation of DNA-templated transcription, elongation
      2 GO:0032870	cellular response to hormone stimulus
      2 GO:0032880	regulation of protein localization
      2 GO:0032886	regulation of microtubule-based process
      2 GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter
      2 GO:0033267	obsolete axon part
      2 GO:0033674	positive regulation of kinase activity
      2 GO:0034357	photosynthetic membrane
      2 GO:0034471	ncRNA 5'-end processing
      2 GO:0034504	protein localization to nucleus
      2 GO:0034614	cellular response to reactive oxygen species
      2 GO:0034968	histone lysine methylation
      2 GO:0035066	positive regulation of histone acetylation
      2 GO:0035107	appendage morphogenesis
      2 GO:0035114	imaginal disc-derived appendage morphogenesis
      2 GO:0035120	post-embryonic appendage morphogenesis
      2 GO:0035220	wing disc development
      2 GO:0035239	tube morphogenesis
      2 GO:0035722	interleukin-12-mediated signaling pathway
      2 GO:0035770	ribonucleoprotein granule
      2 GO:0036296	response to increased oxygen levels
      2 GO:0036464	cytoplasmic ribonucleoprotein granule
      2 GO:0036465	synaptic vesicle recycling
      2 GO:0036503	ERAD pathway
      2 GO:0040002	collagen and cuticulin-based cuticle development
      2 GO:0040003	chitin-based cuticle development
      2 GO:0040011	locomotion
      2 GO:0040017	positive regulation of locomotion
      2 GO:0040032	post-embryonic body morphogenesis
      2 GO:0042170	plastid membrane
      2 GO:0042176	regulation of protein catabolic process
      2 GO:0042255	ribosome assembly
      2 GO:0042330	taxis
      2 GO:0042338	cuticle development involved in collagen and cuticulin-based cuticle molting cycle
      2 GO:0042403	thyroid hormone metabolic process
      2 GO:0042445	hormone metabolic process
      2 GO:0042542	response to hydrogen peroxide
      2 GO:0042578	phosphoric ester hydrolase activity
      2 GO:0042594	response to starvation
      2 GO:0042651	thylakoid membrane
      2 GO:0043021	ribonucleoprotein complex binding
      2 GO:0043043	peptide biosynthetic process
      2 GO:0043086	negative regulation of catalytic activity
      2 GO:0043209	myelin sheath
      2 GO:0043393	regulation of protein binding
      2 GO:0043414	macromolecule methylation
      2 GO:0043433	negative regulation of DNA-binding transcription factor activity
      2 GO:0043549	regulation of kinase activity
      2 GO:0043565	sequence-specific DNA binding
      2 GO:0043900	regulation of multi-organism process
      2 GO:0043901	negative regulation of multi-organism process
      2 GO:0044089	positive regulation of cellular component biogenesis
      2 GO:0044436	obsolete thylakoid part
      2 GO:0044445	obsolete cytosolic part
      2 GO:0044456	obsolete synapse part
      2 GO:0044706	multi-multicellular organism process
      2 GO:0044770	cell cycle phase transition
      2 GO:0044772	mitotic cell cycle phase transition
      2 GO:0044843	cell cycle G1/S phase transition
      2 GO:0045017	glycerolipid biosynthetic process
      2 GO:0045120	pronucleus
      2 GO:0045202	synapse
      2 GO:0045333	cellular respiration
      2 GO:0045454	cell redox homeostasis
      2 GO:0045666	positive regulation of neuron differentiation
      2 GO:0045859	regulation of protein kinase activity
      2 GO:0045860	positive regulation of protein kinase activity
      2 GO:0046390	ribose phosphate biosynthetic process
      2 GO:0046474	glycerophospholipid biosynthetic process
      2 GO:0046486	glycerolipid metabolic process
      2 GO:0046677	response to antibiotic
      2 GO:0046683	response to organophosphorus
      2 GO:0046686	response to cadmium ion
      2 GO:0046906	tetrapyrrole binding
      2 GO:0048067	cuticle pigmentation
      2 GO:0048085	adult chitin-containing cuticle pigmentation
      2 GO:0048229	gametophyte development
      2 GO:0048311	mitochondrion distribution
      2 GO:0048312	intracellular distribution of mitochondria
      2 GO:0048367	shoot system development
      2 GO:0048488	synaptic vesicle endocytosis
      2 GO:0048509	regulation of meristem development
      2 GO:0048534	hematopoietic or lymphoid organ development
      2 GO:0048563	post-embryonic animal organ morphogenesis
      2 GO:0048565	digestive tract development
      2 GO:0048568	embryonic organ development
      2 GO:0048569	post-embryonic animal organ development
      2 GO:0048588	developmental cell growth
      2 GO:0048598	embryonic morphogenesis
      2 GO:0048667	cell morphogenesis involved in neuron differentiation
      2 GO:0048678	response to axon injury
      2 GO:0048707	instar larval or pupal morphogenesis
      2 GO:0048736	appendage development
      2 GO:0048737	imaginal disc-derived appendage development
      2 GO:0050661	NADP binding
      2 GO:0050773	regulation of dendrite development
      2 GO:0050808	synapse organization
      2 GO:0050821	protein stabilization
      2 GO:0050830	defense response to Gram-positive bacterium
      2 GO:0050832	defense response to fungus
      2 GO:0050877	nervous system process
      2 GO:0050878	regulation of body fluid levels
      2 GO:0051015	actin filament binding
      2 GO:0051020	GTPase binding
      2 GO:0051050	positive regulation of transport
      2 GO:0051082	unfolded protein binding
      2 GO:0051090	regulation of DNA-binding transcription factor activity
      2 GO:0051099	positive regulation of binding
      2 GO:0051117	ATPase binding
      2 GO:0051129	negative regulation of cellular component organization
      2 GO:0051147	regulation of muscle cell differentiation
      2 GO:0051169	nuclear transport
      2 GO:0051241	negative regulation of multicellular organismal process
      2 GO:0051248	negative regulation of protein metabolic process
      2 GO:0051260	protein homooligomerization
      2 GO:0051262	protein tetramerization
      2 GO:0051270	regulation of cellular component movement
      2 GO:0051321	meiotic cell cycle
      2 GO:0051348	negative regulation of transferase activity
      2 GO:0051493	regulation of cytoskeleton organization
      2 GO:0051591	response to cAMP
      2 GO:0051606	detection of stimulus
      2 GO:0051645	Golgi localization
      2 GO:0051646	mitochondrion localization
      2 GO:0051648	vesicle localization
      2 GO:0051650	establishment of vesicle localization
      2 GO:0051972	regulation of telomerase activity
      2 GO:0055035	plastid thylakoid membrane
      2 GO:0055037	recycling endosome
      2 GO:0055065	metal ion homeostasis
      2 GO:0055072	iron ion homeostasis
      2 GO:0055076	transition metal ion homeostasis
      2 GO:0055093	response to hyperoxia
      2 GO:0055123	digestive system development
      2 GO:0060322	head development
      2 GO:0060562	epithelial tube morphogenesis
      2 GO:0061008	hepaticobiliary system development
      2 GO:0061025	membrane fusion
      2 GO:0061136	regulation of proteasomal protein catabolic process
      2 GO:0061564	axon development
      2 GO:0061630	ubiquitin protein ligase activity
      2 GO:0061659	ubiquitin-like protein ligase activity
      2 GO:0061919	process utilizing autophagic mechanism
      2 GO:0061982	meiosis I cell cycle process
      2 GO:0070035	obsolete purine NTP-dependent helicase activity
      2 GO:0070482	response to oxygen levels
      2 GO:0070507	regulation of microtubule cytoskeleton organization
      2 GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
      2 GO:0070646	protein modification by small protein removal
      2 GO:0070671	response to interleukin-12
      2 GO:0071236	cellular response to antibiotic
      2 GO:0071241	cellular response to inorganic substance
      2 GO:0071349	cellular response to interleukin-12
      2 GO:0071417	cellular response to organonitrogen compound
      2 GO:0072091	regulation of stem cell proliferation
      2 GO:0072329	monocarboxylic acid catabolic process
      2 GO:0072359	circulatory system development
      2 GO:0090066	regulation of anatomical structure size
      2 GO:0090305	nucleic acid phosphodiester bond hydrolysis
      2 GO:0090501	RNA phosphodiester bond hydrolysis
      2 GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
      2 GO:0097435	supramolecular fiber organization
      2 GO:0097485	neuron projection guidance
      2 GO:0098772	molecular function regulator
      2 GO:0098793	presynapse
      2 GO:0099003	vesicle-mediated transport in synapse
      2 GO:0099080	supramolecular complex
      2 GO:0099081	supramolecular polymer
      2 GO:0099503	secretory vesicle
      2 GO:0099504	synaptic vesicle cycle
      2 GO:0099512	supramolecular fiber
      2 GO:0099513	polymeric cytoskeletal fiber
      2 GO:0101005	ubiquitinyl hydrolase activity
      2 GO:0140013	meiotic nuclear division
      2 GO:0140030	modification-dependent protein binding
      2 GO:0140098	catalytic activity, acting on RNA
      2 GO:0150034	distal axon
      2 GO:1901135	carbohydrate derivative metabolic process
      2 GO:1901137	carbohydrate derivative biosynthetic process
      2 GO:1901214	regulation of neuron death
      2 GO:1901215	negative regulation of neuron death
      2 GO:1901293	nucleoside phosphate biosynthetic process
      2 GO:1901606	alpha-amino acid catabolic process
      2 GO:1901699	cellular response to nitrogen compound
      2 GO:1901985	positive regulation of protein acetylation
      2 GO:1902475	L-alpha-amino acid transmembrane transport
      2 GO:1902532	negative regulation of intracellular signal transduction
      2 GO:1902692	regulation of neuroblast proliferation
      2 GO:1903046	meiotic cell cycle process
      2 GO:1903050	regulation of proteolysis involved in cellular protein catabolic process
      2 GO:1903362	regulation of cellular protein catabolic process
      2 GO:1903827	regulation of cellular protein localization
      2 GO:1903829	positive regulation of cellular protein localization
      2 GO:1990745	EARP complex
      2 GO:1990837	sequence-specific double-stranded DNA binding
      2 GO:2000058	regulation of ubiquitin-dependent protein catabolic process
      2 GO:2000145	regulation of cell motility
      2 GO:2000177	regulation of neural precursor cell proliferation
      2 GO:2000241	regulation of reproductive process
      2 GO:2000278	regulation of DNA biosynthetic process
      2 GO:2000758	positive regulation of peptidyl-lysine acetylation
      2 GO:2001233	regulation of apoptotic signaling pathway
      2 GO:2001242	regulation of intrinsic apoptotic signaling pathway
      3 GO:0000151	ubiquitin ligase complex
      3 GO:0000302	response to reactive oxygen species
      3 GO:0000323	lytic vacuole
      3 GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter
      3 GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose
      3 GO:0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
      3 GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      3 GO:0000792	heterochromatin
      3 GO:0000904	cell morphogenesis involved in differentiation
      3 GO:0000910	cytokinesis
      3 GO:0000988	obsolete transcription factor activity, protein binding
      3 GO:0000989	obsolete transcription factor activity, transcription factor binding
      3 GO:0001067	regulatory region nucleic acid binding
      3 GO:0001076	obsolete transcription factor activity, RNA polymerase II transcription factor binding
      3 GO:0001191	obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding
      3 GO:0001196	regulation of mating-type specific transcription from RNA polymerase II promoter
      3 GO:0001198	negative regulation of mating-type specific transcription from RNA polymerase II promoter
      3 GO:0001932	regulation of protein phosphorylation
      3 GO:0001934	positive regulation of protein phosphorylation
      3 GO:0003008	system process
      3 GO:0003700	DNA-binding transcription factor activity
      3 GO:0005215	transporter activity
      3 GO:0005342	organic acid transmembrane transporter activity
      3 GO:0005524	ATP binding
      3 GO:0005774	vacuolar membrane
      3 GO:0005789	endoplasmic reticulum membrane
      3 GO:0005802	trans-Golgi network
      3 GO:0005813	centrosome
      3 GO:0005933	cellular bud
      3 GO:0006281	DNA repair
      3 GO:0006399	tRNA metabolic process
      3 GO:0006400	tRNA modification
      3 GO:0006401	RNA catabolic process
      3 GO:0006511	ubiquitin-dependent protein catabolic process
      3 GO:0006629	lipid metabolic process
      3 GO:0006732	obsolete coenzyme metabolic process
      3 GO:0006753	nucleoside phosphate metabolic process
      3 GO:0006801	superoxide metabolic process
      3 GO:0006811	ion transport
      3 GO:0006820	anion transport
      3 GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
      3 GO:0006928	movement of cell or subcellular component
      3 GO:0006997	nucleus organization
      3 GO:0007010	cytoskeleton organization
      3 GO:0007017	microtubule-based process
      3 GO:0007034	vacuolar transport
      3 GO:0007041	lysosomal transport
      3 GO:0007530	sex determination
      3 GO:0007531	mating type determination
      3 GO:0007532	regulation of mating-type specific transcription, DNA-templated
      3 GO:0008033	tRNA processing
      3 GO:0008134	transcription factor binding
      3 GO:0008270	zinc ion binding
      3 GO:0008284	positive regulation of cell population proliferation
      3 GO:0008285	negative regulation of cell population proliferation
      3 GO:0008509	anion transmembrane transporter activity
      3 GO:0008514	organic anion transmembrane transporter activity
      3 GO:0008652	cellular amino acid biosynthetic process
      3 GO:0009063	cellular amino acid catabolic process
      3 GO:0009117	nucleotide metabolic process
      3 GO:0009451	RNA modification
      3 GO:0009526	plastid envelope
      3 GO:0009611	response to wounding
      3 GO:0009615	response to virus
      3 GO:0009651	response to salt stress
      3 GO:0009657	plastid organization
      3 GO:0009725	response to hormone
      3 GO:0009793	embryo development ending in seed dormancy
      3 GO:0009887	animal organ morphogenesis
      3 GO:0009941	chloroplast envelope
      3 GO:0009967	positive regulation of signal transduction
      3 GO:0010038	response to metal ion
      3 GO:0010154	fruit development
      3 GO:0010498	proteasomal protein catabolic process
      3 GO:0010506	regulation of autophagy
      3 GO:0010562	positive regulation of phosphorus metabolic process
      3 GO:0010565	regulation of cellular ketone metabolic process
      3 GO:0010647	positive regulation of cell communication
      3 GO:0010720	positive regulation of cell development
      3 GO:0010817	regulation of hormone levels
      3 GO:0014074	response to purine-containing compound
      3 GO:0015075	ion transmembrane transporter activity
      3 GO:0015318	inorganic molecular entity transmembrane transporter activity
      3 GO:0015631	tubulin binding
      3 GO:0015711	organic anion transport
      3 GO:0015849	organic acid transport
      3 GO:0016049	cell growth
      3 GO:0016053	organic acid biosynthetic process
      3 GO:0016174	NAD(P)H oxidase H2O2-forming activity
      3 GO:0016485	protein processing
      3 GO:0016584	nucleosome positioning
      3 GO:0016651	oxidoreductase activity, acting on NAD(P)H
      3 GO:0016788	hydrolase activity, acting on ester bonds
      3 GO:0016887	ATPase activity
      3 GO:0017000	antibiotic biosynthetic process
      3 GO:0017053	transcription repressor complex
      3 GO:0018105	peptidyl-serine phosphorylation
      3 GO:0018205	peptidyl-lysine modification
      3 GO:0018209	peptidyl-serine modification
      3 GO:0018958	phenol-containing compound metabolic process
      3 GO:0018996	molting cycle, collagen and cuticulin-based cuticle
      3 GO:0019217	regulation of fatty acid metabolic process
      3 GO:0019220	regulation of phosphate metabolic process
      3 GO:0019438	aromatic compound biosynthetic process
      3 GO:0019842	vitamin binding
      3 GO:0019941	modification-dependent protein catabolic process
      3 GO:0022404	molting cycle process
      3 GO:0022618	ribonucleoprotein complex assembly
      3 GO:0022857	transmembrane transporter activity
      3 GO:0023056	positive regulation of signaling
      3 GO:0030010	establishment of cell polarity
