      1 GO:0000001	mitochondrion inheritance
      2 GO:0036269	swimming behavior
      2 GO:0036292	DNA rewinding
      2 GO:0036296	response to increased oxygen levels
      2 GO:0036303	lymph vessel morphogenesis
      2 GO:0036387	pre-replicative complex
      2 GO:0036388	pre-replicative complex assembly
      2 GO:0036499	PERK-mediated unfolded protein response
      2 GO:0038171	cannabinoid signaling pathway
      2 GO:0038202	TORC1 signaling
      2 GO:0040018	positive regulation of multicellular organism growth
      2 GO:0040025	vulval development
      2 GO:0040031	snRNA modification
      2 GO:0042048	olfactory behavior
      2 GO:0042052	rhabdomere development
      2 GO:0042093	T-helper cell differentiation
      2 GO:0042098	T cell proliferation
      2 GO:0042113	B cell activation
      2 GO:0042129	regulation of T cell proliferation
      2 GO:0042144	vacuole fusion, non-autophagic
      2 GO:0042148	strand invasion
      2 GO:0042165	neurotransmitter binding
      2 GO:0042171	lysophosphatidic acid acyltransferase activity
      2 GO:0042182	ketone catabolic process
      2 GO:0042220	response to cocaine
      2 GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity
      2 GO:0042311	vasodilation
      2 GO:0042350	GDP-L-fucose biosynthetic process
      2 GO:0042362	fat-soluble vitamin biosynthetic process
      2 GO:0042402	cellular biogenic amine catabolic process
      2 GO:0042405	nuclear inclusion body
      2 GO:0042436	indole-containing compound catabolic process
      2 GO:0042470	melanosome
      2 GO:0042500	aspartic endopeptidase activity, intramembrane cleaving
      2 GO:0042509	regulation of tyrosine phosphorylation of STAT protein
      2 GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein
      2 GO:0042545	cell wall modification
      2 GO:0042548	regulation of photosynthesis, light reaction
      2 GO:0042575	DNA polymerase complex
      2 GO:0042597	periplasmic space
      2 GO:0042632	cholesterol homeostasis
      2 GO:0042633	hair cycle
      2 GO:0042646	plastid nucleoid
      2 GO:0042659	regulation of cell fate specification
      2 GO:0042723	thiamine-containing compound metabolic process
      2 GO:0042724	thiamine-containing compound biosynthetic process
      2 GO:0042727	flavin-containing compound biosynthetic process
      2 GO:0042744	hydrogen peroxide catabolic process
      2 GO:0042762	regulation of sulfur metabolic process
      2 GO:0042819	vitamin B6 biosynthetic process
      2 GO:0042822	pyridoxal phosphate metabolic process
      2 GO:0042823	pyridoxal phosphate biosynthetic process
      2 GO:0042873	aldonate transmembrane transport
      2 GO:0042879	aldonate transmembrane transporter activity
      2 GO:0042895	obsolete antibiotic transmembrane transporter activity
      2 GO:0042908	xenobiotic transport
      2 GO:0042910	xenobiotic transmembrane transporter activity
      2 GO:0042939	tripeptide transport
      2 GO:0042982	amyloid precursor protein metabolic process
      2 GO:0042987	amyloid precursor protein catabolic process
      2 GO:0043011	myeloid dendritic cell differentiation
      2 GO:0043047	single-stranded telomeric DNA binding
      2 GO:0043060	meiotic metaphase I plate congression
      2 GO:0043063	intercellular bridge organization
      2 GO:0043101	purine-containing compound salvage
      2 GO:0043137	DNA replication, removal of RNA primer
      2 GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process
      2 GO:0043178	alcohol binding
      2 GO:0043196	varicosity
      2 GO:0043197	dendritic spine
      2 GO:0043288	apocarotenoid metabolic process
      2 GO:0043300	regulation of leukocyte degranulation
      2 GO:0043302	positive regulation of leukocyte degranulation
      2 GO:0043304	regulation of mast cell degranulation
      2 GO:0043306	positive regulation of mast cell degranulation
      2 GO:0043307	eosinophil activation
      2 GO:0043308	eosinophil degranulation
      2 GO:0043367	CD4-positive, alpha-beta T cell differentiation
      2 GO:0043368	positive T cell selection
      2 GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment
      2 GO:0043373	CD4-positive, alpha-beta T cell lineage commitment
      2 GO:0043374	CD8-positive, alpha-beta T cell differentiation
      2 GO:0043519	regulation of myosin II filament organization
      2 GO:0043527	tRNA methyltransferase complex
      2 GO:0043535	regulation of blood vessel endothelial cell migration
      2 GO:0043542	endothelial cell migration
      2 GO:0043564	Ku70:Ku80 complex
      2 GO:0043583	ear development
      2 GO:0043588	skin development
      2 GO:0043589	skin morphogenesis
      2 GO:0043599	nuclear DNA replication factor C complex
      2 GO:0043647	inositol phosphate metabolic process
      2 GO:0043649	dicarboxylic acid catabolic process
      2 GO:0043879	glycolate transmembrane transporter activity
      2 GO:0043935	sexual sporulation resulting in formation of a cellular spore
      2 GO:0043937	regulation of sporulation
      2 GO:0043938	positive regulation of sporulation
      2 GO:0043949	regulation of cAMP-mediated signaling
      2 GO:0043954	cellular component maintenance
      2 GO:0043985	histone H4-R3 methylation
      2 GO:0044020	histone methyltransferase activity (H4-R3 specific)
      2 GO:0044030	regulation of DNA methylation
      2 GO:0044038	cell wall macromolecule biosynthetic process
      2 GO:0044107	cellular alcohol metabolic process
      2 GO:0044108	cellular alcohol biosynthetic process
      2 GO:0044304	main axon
      2 GO:0044309	neuron spine
      2 GO:0044364	disruption of cells of other organism
      2 GO:0044388	small protein activating enzyme binding
      2 GO:0044539	long-chain fatty acid import into cell
      2 GO:0044545	NSL complex
      2 GO:0044571	[2Fe-2S] cluster assembly
      2 GO:0044572	[4Fe-4S] cluster assembly
      2 GO:0044671	sorocarp spore cell differentiation
      2 GO:0044715	8-oxo-dGDP phosphatase activity
      2 GO:0044732	mitotic spindle pole body
      2 GO:0044752	response to human chorionic gonadotropin
      2 GO:0044818	mitotic G2/M transition checkpoint
      2 GO:0044849	estrous cycle
      2 GO:0045003	double-strand break repair via synthesis-dependent strand annealing
      2 GO:0045009	chitosome
      2 GO:0045016	mitochondrial magnesium ion transmembrane transport
      2 GO:0045022	early endosome to late endosome transport
      2 GO:0045048	protein insertion into ER membrane
      2 GO:0045053	protein retention in Golgi apparatus
      2 GO:0045058	T cell selection
      2 GO:0045103	intermediate filament-based process
      2 GO:0045104	intermediate filament cytoskeleton organization
      2 GO:0045116	protein neddylation
      2 GO:0045117	azole transmembrane transport
      2 GO:0045120	pronucleus
      2 GO:0045144	meiotic sister chromatid segregation
      2 GO:0045145	single-stranded DNA 5'-3' exodeoxyribonuclease activity
      2 GO:0045211	postsynaptic membrane
      2 GO:0045296	cadherin binding
      2 GO:0045429	positive regulation of nitric oxide biosynthetic process
      2 GO:0045444	fat cell differentiation
      2 GO:0045445	myoblast differentiation
      2 GO:0045446	endothelial cell differentiation
      2 GO:0045448	mitotic cell cycle, embryonic
      2 GO:0045466	R7 cell differentiation
      2 GO:0045503	dynein light chain binding
      2 GO:0045646	regulation of erythrocyte differentiation
      2 GO:0045652	regulation of megakaryocyte differentiation
      2 GO:0045667	regulation of osteoblast differentiation
      2 GO:0045668	negative regulation of osteoblast differentiation
      2 GO:0045671	negative regulation of osteoclast differentiation
      2 GO:0045685	regulation of glial cell differentiation
      2 GO:0045687	positive regulation of glial cell differentiation
      2 GO:0045719	negative regulation of glycogen biosynthetic process
      2 GO:0045722	positive regulation of gluconeogenesis
      2 GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity
      2 GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity
      2 GO:0045741	positive regulation of epidermal growth factor-activated receptor activity
      2 GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway
      2 GO:0045744	negative regulation of G protein-coupled receptor signaling pathway
      2 GO:0045766	positive regulation of angiogenesis
      2 GO:0045828	positive regulation of isoprenoid metabolic process
      2 GO:0045876	positive regulation of sister chromatid cohesion
      2 GO:0045879	negative regulation of smoothened signaling pathway
      2 GO:0045910	negative regulation of DNA recombination
      2 GO:0045932	negative regulation of muscle contraction
      2 GO:0045980	negative regulation of nucleotide metabolic process
      2 GO:0045988	negative regulation of striated muscle contraction
      2 GO:0046040	IMP metabolic process
      2 GO:0046054	dGMP metabolic process
      2 GO:0046060	dATP metabolic process
      2 GO:0046066	dGDP metabolic process
      2 GO:0046068	cGMP metabolic process
      2 GO:0046102	inosine metabolic process
      2 GO:0046108	uridine metabolic process
      2 GO:0046109	uridine biosynthetic process
      2 GO:0046146	tetrahydrobiopterin metabolic process
      2 GO:0046218	indolalkylamine catabolic process
      2 GO:0046246	terpene biosynthetic process
      2 GO:0046328	regulation of JNK cascade
      2 GO:0046329	negative regulation of JNK cascade
      2 GO:0046340	diacylglycerol catabolic process
      2 GO:0046368	GDP-L-fucose metabolic process
      2 GO:0046466	membrane lipid catabolic process
      2 GO:0046498	S-adenosylhomocysteine metabolic process
      2 GO:0046509	1,2-diacylglycerol 3-beta-galactosyltransferase activity
      2 GO:0046513	ceramide biosynthetic process
      2 GO:0046519	sphingoid metabolic process
      2 GO:0046580	negative regulation of Ras protein signal transduction
      2 GO:0046599	regulation of centriole replication
      2 GO:0046600	negative regulation of centriole replication
      2 GO:0046621	negative regulation of organ growth
      2 GO:0046622	positive regulation of organ growth
      2 GO:0046654	tetrahydrofolate biosynthetic process
      2 GO:0046655	folic acid metabolic process
      2 GO:0046656	folic acid biosynthetic process
      2 GO:0046658	anchored component of plasma membrane
      2 GO:0046685	response to arsenic-containing substance
      2 GO:0046710	GDP metabolic process
      2 GO:0046711	GDP biosynthetic process
      2 GO:0046782	regulation of viral transcription
      2 GO:0046785	microtubule polymerization
      2 GO:0046838	phosphorylated carbohydrate dephosphorylation
      2 GO:0046885	regulation of hormone biosynthetic process
      2 GO:0046886	positive regulation of hormone biosynthetic process
      2 GO:0046937	phytochelatin metabolic process
      2 GO:0046938	phytochelatin biosynthetic process
      2 GO:0046950	cellular ketone body metabolic process
      2 GO:0046956	positive phototaxis
      2 GO:0046958	nonassociative learning
      2 GO:0046959	habituation
      2 GO:0047429	nucleoside-triphosphate diphosphatase activity
      2 GO:0048018	receptor ligand activity
      2 GO:0048067	cuticle pigmentation
      2 GO:0048070	regulation of developmental pigmentation
      2 GO:0048079	regulation of cuticle pigmentation
      2 GO:0048138	germ-line cyst encapsulation
      2 GO:0048140	male germ-line cyst encapsulation
      2 GO:0048143	astrocyte activation
      2 GO:0048147	negative regulation of fibroblast proliferation
      2 GO:0048209	regulation of vesicle targeting, to, from or within Golgi
      2 GO:0048219	inter-Golgi cisterna vesicle-mediated transport
      2 GO:0048254	snoRNA localization
      2 GO:0048256	flap endonuclease activity
      2 GO:0048280	vesicle fusion with Golgi apparatus
      2 GO:0048306	calcium-dependent protein binding
      2 GO:0048308	organelle inheritance
      2 GO:0048449	floral organ formation
      2 GO:0048478	replication fork protection
      2 GO:0048481	plant ovule development
      2 GO:0048520	positive regulation of behavior
      2 GO:0048542	lymph gland development
      2 GO:0048573	photoperiodism, flowering
      2 GO:0048586	regulation of long-day photoperiodism, flowering
      2 GO:0048627	myoblast development
      2 GO:0048653	anther development
      2 GO:0048663	neuron fate commitment
      2 GO:0048704	embryonic skeletal system morphogenesis
      2 GO:0048706	embryonic skeletal system development
      2 GO:0048713	regulation of oligodendrocyte differentiation
      2 GO:0048714	positive regulation of oligodendrocyte differentiation
      2 GO:0048768	root hair cell tip growth
      2 GO:0048770	pigment granule
      2 GO:0048771	tissue remodeling
      2 GO:0048806	genitalia development
      2 GO:0048837	sorocarp sorus development
      2 GO:0048839	inner ear development
      2 GO:0048854	brain morphogenesis
      2 GO:0048873	homeostasis of number of cells within a tissue
      2 GO:0050136	NADH dehydrogenase (quinone) activity
      2 GO:0050308	sugar-phosphatase activity
      2 GO:0050670	regulation of lymphocyte proliferation
      2 GO:0050673	epithelial cell proliferation
      2 GO:0050685	positive regulation of mRNA processing
      2 GO:0050686	negative regulation of mRNA processing
      2 GO:0050687	negative regulation of defense response to virus
      2 GO:0050688	regulation of defense response to virus
      2 GO:0050710	negative regulation of cytokine secretion
      2 GO:0050729	positive regulation of inflammatory response
      2 GO:0050771	negative regulation of axonogenesis
      2 GO:0050772	positive regulation of axonogenesis
      2 GO:0050816	phosphothreonine residue binding
      2 GO:0050839	cell adhesion molecule binding
      2 GO:0050849	negative regulation of calcium-mediated signaling
      2 GO:0050870	positive regulation of T cell activation
      2 GO:0050921	positive regulation of chemotaxis
      2 GO:0050922	negative regulation of chemotaxis
      2 GO:0050996	positive regulation of lipid catabolic process
      2 GO:0050999	regulation of nitric-oxide synthase activity
      2 GO:0051031	tRNA transport
      2 GO:0051036	regulation of endosome size
      2 GO:0051058	negative regulation of small GTPase mediated signal transduction
      2 GO:0051085	chaperone cofactor-dependent protein refolding
      2 GO:0051092	positive regulation of NF-kappaB transcription factor activity
      2 GO:0051119	sugar transmembrane transporter activity
      2 GO:0051123	RNA polymerase II preinitiation complex assembly
      2 GO:0051176	positive regulation of sulfur metabolic process
      2 GO:0051205	protein insertion into membrane
      2 GO:0051208	sequestering of calcium ion
      2 GO:0051233	spindle midzone
      2 GO:0051238	sequestering of metal ion
      2 GO:0051251	positive regulation of lymphocyte activation
      2 GO:0051255	spindle midzone assembly
      2 GO:0051256	mitotic spindle midzone assembly
      2 GO:0051278	fungal-type cell wall polysaccharide biosynthetic process
      2 GO:0051282	regulation of sequestering of calcium ion
      2 GO:0051311	meiotic metaphase plate congression
      2 GO:0051315	attachment of mitotic spindle microtubules to kinetochore
      2 GO:0051352	negative regulation of ligase activity
      2 GO:0051354	negative regulation of oxidoreductase activity
      2 GO:0051403	stress-activated MAPK cascade
      2 GO:0051446	positive regulation of meiotic cell cycle
      2 GO:0051455	monopolar spindle attachment to meiosis I kinetochore
      2 GO:0051537	2 iron, 2 sulfur cluster binding
      2 GO:0051563	smooth endoplasmic reticulum calcium ion homeostasis
      2 GO:0051580	regulation of neurotransmitter uptake
      2 GO:0051582	positive regulation of neurotransmitter uptake
      2 GO:0051598	meiotic recombination checkpoint
      2 GO:0051602	response to electrical stimulus
      2 GO:0051644	plastid localization
      2 GO:0051657	maintenance of organelle location
      2 GO:0051661	maintenance of centrosome location
      2 GO:0051667	establishment of plastid localization
      2 GO:0051702	interaction with symbiont
      2 GO:0051705	obsolete multi-organism behavior
      2 GO:0051715	cytolysis in other organism
      2 GO:0051721	protein phosphatase 2A binding
      2 GO:0051851	modulation by host of symbiont process
      2 GO:0051897	positive regulation of protein kinase B signaling
      2 GO:0051928	positive regulation of calcium ion transport
      2 GO:0051953	negative regulation of amine transport
      2 GO:0051954	positive regulation of amine transport
      2 GO:0051957	positive regulation of amino acid transport
      2 GO:0051959	dynein light intermediate chain binding
      2 GO:0051966	regulation of synaptic transmission, glutamatergic
      2 GO:0051974	negative regulation of telomerase activity
      2 GO:0052128	positive energy taxis
      2 GO:0052654	L-leucine transaminase activity
      2 GO:0052655	L-valine transaminase activity
      2 GO:0052656	L-isoleucine transaminase activity
      2 GO:0052745	inositol phosphate phosphatase activity
      2 GO:0052858	peptidyl-lysine acetyltransferase activity
      2 GO:0055071	manganese ion homeostasis
      2 GO:0055089	fatty acid homeostasis
      2 GO:0055093	response to hyperoxia
      2 GO:0055105	ubiquitin-protein transferase inhibitor activity
      2 GO:0060008	Sertoli cell differentiation
      2 GO:0060009	Sertoli cell development
      2 GO:0060033	anatomical structure regression
      2 GO:0060065	uterus development
      2 GO:0060070	canonical Wnt signaling pathway
      2 GO:0060075	regulation of resting membrane potential
      2 GO:0060099	regulation of phagocytosis, engulfment
      2 GO:0060101	negative regulation of phagocytosis, engulfment
      2 GO:0060194	regulation of antisense RNA transcription
      2 GO:0060218	hematopoietic stem cell differentiation
      2 GO:0060229	lipase activator activity
      2 GO:0060238	regulation of signal transduction involved in conjugation with cellular fusion
      2 GO:0060240	negative regulation of signal transduction involved in conjugation with cellular fusion
      2 GO:0060256	regulation of flocculation
      2 GO:0060257	negative regulation of flocculation
      2 GO:0060258	negative regulation of filamentous growth
      2 GO:0060323	head morphogenesis
      2 GO:0060324	face development
      2 GO:0060325	face morphogenesis
      2 GO:0060326	cell chemotaxis
      2 GO:0060443	mammary gland morphogenesis
      2 GO:0060631	regulation of meiosis I
      2 GO:0060632	regulation of microtubule-based movement
      2 GO:0060749	mammary gland alveolus development
      2 GO:0060759	regulation of response to cytokine stimulus
      2 GO:0060872	semicircular canal development
      2 GO:0060918	auxin transport
      2 GO:0060964	regulation of gene silencing by miRNA
      2 GO:0061041	regulation of wound healing
      2 GO:0061063	positive regulation of nematode larval development
      2 GO:0061083	regulation of protein refolding
      2 GO:0061085	regulation of histone H3-K27 methylation
      2 GO:0061133	endopeptidase activator activity
      2 GO:0061135	endopeptidase regulator activity
      2 GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus
      2 GO:0061180	mammary gland epithelium development
      2 GO:0061245	establishment or maintenance of bipolar cell polarity
      2 GO:0061343	cell adhesion involved in heart morphogenesis
      2 GO:0061370	testosterone biosynthetic process
      2 GO:0061371	determination of heart left/right asymmetry
      2 GO:0061377	mammary gland lobule development
      2 GO:0061387	regulation of extent of cell growth
      2 GO:0061478	response to platelet aggregation inhibitor
      2 GO:0061608	nuclear import signal receptor activity
      2 GO:0061860	DNA clamp unloader activity
      2 GO:0061900	glial cell activation
      2 GO:0061912	selective autophagy
      2 GO:0061988	karyosome formation
      2 GO:0062023	collagen-containing extracellular matrix
      2 GO:0065005	protein-lipid complex assembly
      2 GO:0070001	aspartic-type peptidase activity
      2 GO:0070006	metalloaminopeptidase activity
      2 GO:0070008	serine-type exopeptidase activity
      2 GO:0070058	tRNA gene clustering
      2 GO:0070087	chromo shadow domain binding
      2 GO:0070126	mitochondrial translational termination
      2 GO:0070127	tRNA aminoacylation for mitochondrial protein translation
      2 GO:0070193	synaptonemal complex organization
      2 GO:0070199	establishment of protein localization to chromosome
      2 GO:0070208	protein heterotrimerization
      2 GO:0070262	peptidyl-serine dephosphorylation
      2 GO:0070279	vitamin B6 binding
      2 GO:0070402	NADPH binding
      2 GO:0070423	nucleotide-binding oligomerization domain containing signaling pathway
      2 GO:0070476	rRNA (guanine-N7)-methylation
      2 GO:0070498	interleukin-1-mediated signaling pathway
      2 GO:0070509	calcium ion import
      2 GO:0070548	L-glutamine aminotransferase activity
      2 GO:0070577	lysine-acetylated histone binding
      2 GO:0070589	cellular component macromolecule biosynthetic process
      2 GO:0070592	cell wall polysaccharide biosynthetic process
      2 GO:0070601	centromeric sister chromatid cohesion
      2 GO:0070663	regulation of leukocyte proliferation
      2 GO:0070676	intralumenal vesicle formation
      2 GO:0070682	proteasome regulatory particle assembly
      2 GO:0070734	histone H3-K27 methylation
      2 GO:0070741	response to interleukin-6
      2 GO:0070761	pre-snoRNP complex
      2 GO:0070765	gamma-secretase complex
      2 GO:0070785	negative regulation of growth of unicellular organism as a thread of attached cells
      2 GO:0070820	tertiary granule
      2 GO:0070827	chromatin maintenance
      2 GO:0070829	heterochromatin maintenance
      2 GO:0070847	core mediator complex
      2 GO:0070851	growth factor receptor binding
      2 GO:0070868	heterochromatin organization involved in chromatin silencing
      2 GO:0070874	negative regulation of glycogen metabolic process
      2 GO:0070884	regulation of calcineurin-NFAT signaling cascade
      2 GO:0070893	transposon integration
      2 GO:0070900	mitochondrial tRNA modification
      2 GO:0070911	global genome nucleotide-excision repair
      2 GO:0070979	protein K11-linked ubiquitination
      2 GO:0070985	transcription factor TFIIK complex
      2 GO:0070995	NADPH oxidation
      2 GO:0071008	U2-type post-mRNA release spliceosomal complex
      2 GO:0071020	post-spliceosomal complex
      2 GO:0071108	protein K48-linked deubiquitination
      2 GO:0071162	CMG complex
      2 GO:0071173	spindle assembly checkpoint
      2 GO:0071277	cellular response to calcium ion
      2 GO:0071280	cellular response to copper ion
      2 GO:0071281	cellular response to iron ion
      2 GO:0071300	cellular response to retinoic acid
      2 GO:0071312	cellular response to alkaloid
      2 GO:0071354	cellular response to interleukin-6
      2 GO:0071356	cellular response to tumor necrosis factor
      2 GO:0071367	cellular response to brassinosteroid stimulus
      2 GO:0071377	cellular response to glucagon stimulus
      2 GO:0071398	cellular response to fatty acid
      2 GO:0071421	manganese ion transmembrane transport
      2 GO:0071432	peptide mating pheromone maturation involved in positive regulation of conjugation with cellular fusion
      2 GO:0071481	cellular response to X-ray
      2 GO:0071489	cellular response to red or far red light
      2 GO:0071494	cellular response to UV-C
      2 GO:0071539	protein localization to centrosome
      2 GO:0071586	CAAX-box protein processing
      2 GO:0071617	lysophospholipid acyltransferase activity
      2 GO:0071711	basement membrane organization
      2 GO:0071731	response to nitric oxide
      2 GO:0071732	cellular response to nitric oxide
      2 GO:0071782	endoplasmic reticulum tubular network
      2 GO:0071816	tail-anchored membrane protein insertion into ER membrane
      2 GO:0071827	plasma lipoprotein particle organization
      2 GO:0071849	G1 cell cycle arrest in response to nitrogen starvation
      2 GO:0071867	response to monoamine
      2 GO:0071868	cellular response to monoamine stimulus
      2 GO:0071869	response to catecholamine
      2 GO:0071870	cellular response to catecholamine stimulus
      2 GO:0071894	histone H2B conserved C-terminal lysine ubiquitination
      2 GO:0071926	endocannabinoid signaling pathway
      2 GO:0071960	maintenance of mitotic sister chromatid cohesion, centromeric
      2 GO:0071962	mitotic sister chromatid cohesion, centromeric
      2 GO:0072073	kidney epithelium development
      2 GO:0072350	tricarboxylic acid metabolic process
      2 GO:0072379	ER membrane insertion complex
      2 GO:0072380	TRC complex
      2 GO:0072487	MSL complex
      2 GO:0072509	divalent inorganic cation transmembrane transporter activity
      2 GO:0072520	seminiferous tubule development
      2 GO:0072530	purine-containing compound transmembrane transport
      2 GO:0072542	protein phosphatase activator activity
      2 GO:0072588	box H/ACA RNP complex
      2 GO:0072589	box H/ACA scaRNP complex
      2 GO:0072595	maintenance of protein localization in organelle
      2 GO:0072687	meiotic spindle
      2 GO:0075306	regulation of conidium formation
      2 GO:0075307	positive regulation of conidium formation
      2 GO:0075713	establishment of integrated proviral latency
      2 GO:0080009	mRNA methylation
      2 GO:0080084	5S rDNA binding
      2 GO:0080111	DNA demethylation
      2 GO:0080120	CAAX-box protein maturation
      2 GO:0080182	histone H3-K4 trimethylation
      2 GO:0085020	protein K6-linked ubiquitination
      2 GO:0085029	extracellular matrix assembly
      2 GO:0090029	negative regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
      2 GO:0090049	regulation of cell migration involved in sprouting angiogenesis
      2 GO:0090110	COPII-coated vesicle cargo loading
      2 GO:0090153	regulation of sphingolipid biosynthetic process
      2 GO:0090156	cellular sphingolipid homeostasis
      2 GO:0090175	regulation of establishment of planar polarity
      2 GO:0090181	regulation of cholesterol metabolic process
      2 GO:0090311	regulation of protein deacetylation
      2 GO:0090333	regulation of stomatal closure
      2 GO:0090335	regulation of brown fat cell differentiation
      2 GO:0090343	positive regulation of cell aging
      2 GO:0090406	pollen tube
      2 GO:0090414	molybdate ion export from vacuole
      2 GO:0090435	protein localization to nuclear envelope
      2 GO:0090471	9,15,9'-tri-cis-zeta-carotene isomerase activity
      2 GO:0090481	pyrimidine nucleotide-sugar transmembrane transport
      2 GO:0090498	extrinsic component of Golgi membrane
      2 GO:0090559	regulation of membrane permeability
      2 GO:0090576	RNA polymerase III transcription regulator complex
      2 GO:0090618	DNA clamp unloading
      2 GO:0090646	mitochondrial tRNA processing
      2 GO:0090647	modulation of age-related behavioral decline
      2 GO:0090661	box H/ACA telomerase RNP complex
      2 GO:0090735	DNA repair complex assembly
      2 GO:0090741	pigment granule membrane
      2 GO:0097006	regulation of plasma lipoprotein particle levels
      2 GO:0097014	ciliary plasm
      2 GO:0097027	ubiquitin-protein transferase activator activity
      2 GO:0097028	dendritic cell differentiation
      2 GO:0097038	perinuclear endoplasmic reticulum
      2 GO:0097042	extrinsic component of fungal-type vacuolar membrane
      2 GO:0097339	glycolate transmembrane transport
      2 GO:0097501	stress response to metal ion
      2 GO:0097517	contractile actin filament bundle
      2 GO:0097549	chromatin organization involved in negative regulation of transcription
      2 GO:0097576	vacuole fusion
      2 GO:0097577	sequestering of iron ion
      2 GO:0097695	establishment of protein-containing complex localization to telomere
      2 GO:0097718	disordered domain specific binding
      2 GO:0097746	regulation of blood vessel diameter
      2 GO:0097755	positive regulation of blood vessel diameter
      2 GO:0098534	centriole assembly
      2 GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
      2 GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane
      2 GO:0098563	intrinsic component of synaptic vesicle membrane
      2 GO:0098586	cellular response to virus
      2 GO:0098773	skin epidermis development
      2 GO:0098787	mRNA cleavage involved in mRNA processing
      2 GO:0098789	pre-mRNA cleavage required for polyadenylation
      2 GO:0098847	sequence-specific single stranded DNA binding
      2 GO:0098917	retrograde trans-synaptic signaling
      2 GO:0098920	retrograde trans-synaptic signaling by lipid
      2 GO:0098921	retrograde trans-synaptic signaling by endocannabinoid
      2 GO:0099106	ion channel regulator activity
      2 GO:0099130	estrogen binding
      2 GO:0099501	exocytic vesicle membrane
      2 GO:0099541	trans-synaptic signaling by lipid
      2 GO:0099542	trans-synaptic signaling by endocannabinoid
      2 GO:0101030	tRNA-guanine transglycosylation
      2 GO:0106027	neuron projection organization
      2 GO:0106035	protein maturation by [4Fe-4S] cluster transfer
      2 GO:0106056	regulation of calcineurin-mediated signaling
      2 GO:0120033	negative regulation of plasma membrane bounded cell projection assembly
      2 GO:0120115	Lsm2-8 complex
      2 GO:0140033	acetylation-dependent protein binding
      2 GO:0140115	export across plasma membrane
      2 GO:0140223	general transcription initiation factor activity
      2 GO:0150005	enzyme activator complex
      2 GO:1900027	regulation of ruffle assembly
      2 GO:1900036	positive regulation of cellular response to heat
      2 GO:1900078	positive regulation of cellular response to insulin stimulus
      2 GO:1900101	regulation of endoplasmic reticulum unfolded protein response
      2 GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response
      2 GO:1900112	regulation of histone H3-K9 trimethylation
      2 GO:1900190	regulation of single-species biofilm formation
      2 GO:1900192	positive regulation of single-species biofilm formation
      2 GO:1900262	regulation of DNA-directed DNA polymerase activity
      2 GO:1900264	positive regulation of DNA-directed DNA polymerase activity
      2 GO:1900372	negative regulation of purine nucleotide biosynthetic process
      2 GO:1900408	negative regulation of cellular response to oxidative stress
      2 GO:1900424	regulation of defense response to bacterium
      2 GO:1900425	negative regulation of defense response to bacterium
      2 GO:1900429	negative regulation of filamentous growth of a population of unicellular organisms
      2 GO:1900460	obsolete negative regulation of invasive growth in response to glucose limitation by negative regulation of transcription from RNA polymerase II promoter
      2 GO:1900462	obsolete negative regulation of pseudohyphal growth by negative regulation of transcription from RNA polymerase II promoter
      2 GO:1900483	regulation of protein targeting to vacuolar membrane
      2 GO:1900543	negative regulation of purine nucleotide metabolic process
      2 GO:1900744	regulation of p38MAPK cascade
      2 GO:1900745	positive regulation of p38MAPK cascade
      2 GO:1900864	mitochondrial RNA modification
      2 GO:1900866	glycolate transport
      2 GO:1901019	regulation of calcium ion transmembrane transporter activity
      2 GO:1901032	negative regulation of response to reactive oxygen species
      2 GO:1901072	glucosamine-containing compound catabolic process
      2 GO:1901160	primary amino compound metabolic process
      2 GO:1901186	positive regulation of ERBB signaling pathway
      2 GO:1901409	positive regulation of phosphorylation of RNA polymerase II C-terminal domain
      2 GO:1901474	azole transmembrane transporter activity
      2 GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
      2 GO:1901563	response to camptothecin
      2 GO:1901569	fatty acid derivative catabolic process
      2 GO:1901570	fatty acid derivative biosynthetic process
      2 GO:1901580	regulation of telomeric RNA transcription from RNA pol II promoter
      2 GO:1901581	negative regulation of telomeric RNA transcription from RNA pol II promoter
      2 GO:1901582	positive regulation of telomeric RNA transcription from RNA pol II promoter
      2 GO:1901658	glycosyl compound catabolic process
      2 GO:1901738	regulation of vitamin A metabolic process
      2 GO:1901838	positive regulation of transcription of nucleolar large rRNA by RNA polymerase I
      2 GO:1901879	regulation of protein depolymerization
      2 GO:1901880	negative regulation of protein depolymerization
      2 GO:1901974	glycerate transmembrane transporter activity
      2 GO:1901975	glycerate transmembrane transport
      2 GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors
      2 GO:1902074	response to salt
