      1 GO:0000027	ribosomal large subunit assembly
      1 GO:0050864	regulation of B cell activation
      1 GO:0050866	negative regulation of cell activation
      1 GO:0050867	positive regulation of cell activation
      1 GO:0050871	positive regulation of B cell activation
      1 GO:0050878	regulation of body fluid levels
      1 GO:0050886	endocrine process
      1 GO:0050890	cognition
      1 GO:0050900	leukocyte migration
      1 GO:0050922	negative regulation of chemotaxis
      1 GO:0050931	pigment cell differentiation
      1 GO:0051019	mitogen-activated protein kinase binding
      1 GO:0051020	GTPase binding
      1 GO:0051028	mRNA transport
      1 GO:0051047	positive regulation of secretion
      1 GO:0051053	negative regulation of DNA metabolic process
      1 GO:0051055	negative regulation of lipid biosynthetic process
      1 GO:0051082	unfolded protein binding
      1 GO:0051091	positive regulation of DNA-binding transcription factor activity
      1 GO:0051092	positive regulation of NF-kappaB transcription factor activity
      1 GO:0051117	ATPase binding
      1 GO:0051148	negative regulation of muscle cell differentiation
      1 GO:0051153	regulation of striated muscle cell differentiation
      1 GO:0051154	negative regulation of striated muscle cell differentiation
      1 GO:0051170	import into nucleus
      1 GO:0051181	obsolete cofactor transport
      1 GO:0051193	obsolete regulation of cofactor metabolic process
      1 GO:0051194	obsolete positive regulation of cofactor metabolic process
      1 GO:0051196	obsolete regulation of coenzyme metabolic process
      1 GO:0051197	obsolete positive regulation of coenzyme metabolic process
      1 GO:0051213	dioxygenase activity
      1 GO:0051222	positive regulation of protein transport
      1 GO:0051224	negative regulation of protein transport
      1 GO:0051249	regulation of lymphocyte activation
      1 GO:0051251	positive regulation of lymphocyte activation
      1 GO:0051268	alpha-keto amide reductase activity
      1 GO:0051269	alpha-keto ester reductase activity
      1 GO:0051273	beta-glucan metabolic process
      1 GO:0051274	beta-glucan biosynthetic process
      1 GO:0051302	regulation of cell division
      1 GO:0051384	response to glucocorticoid
      1 GO:0051403	stress-activated MAPK cascade
      1 GO:0051438	regulation of ubiquitin-protein transferase activity
      1 GO:0051444	negative regulation of ubiquitin-protein transferase activity
      1 GO:0051445	regulation of meiotic cell cycle
      1 GO:0051447	negative regulation of meiotic cell cycle
      1 GO:0051494	negative regulation of cytoskeleton organization
      1 GO:0051495	positive regulation of cytoskeleton organization
      1 GO:0051536	iron-sulfur cluster binding
      1 GO:0051539	4 iron, 4 sulfur cluster binding
      1 GO:0051540	metal cluster binding
      1 GO:0051567	histone H3-K9 methylation
      1 GO:0051602	response to electrical stimulus
      1 GO:0051607	defense response to virus
      1 GO:0051648	vesicle localization
      1 GO:0051650	establishment of vesicle localization
      1 GO:0051701	interaction with host
      1 GO:0051783	regulation of nuclear division
      1 GO:0051784	negative regulation of nuclear division
      1 GO:0051861	glycolipid binding
      1 GO:0051972	regulation of telomerase activity
      1 GO:0051974	negative regulation of telomerase activity
      1 GO:0052031	modulation by symbiont of host defense response
      1 GO:0052167	modulation by symbiont of host innate immune response
      1 GO:0052170	suppression by symbiont of host innate immune response
      1 GO:0052173	response to defenses of other organism
      1 GO:0052200	response to host defenses
      1 GO:0052312	modulation of transcription in other organism involved in symbiotic interaction
      1 GO:0052472	modulation by host of symbiont transcription
      1 GO:0052547	regulation of peptidase activity
      1 GO:0052548	regulation of endopeptidase activity
      1 GO:0052553	modulation by symbiont of host immune response
      1 GO:0052562	suppression by symbiont of host immune response
      1 GO:0052572	response to host immune response
      1 GO:0052646	alditol phosphate metabolic process
      1 GO:0055037	recycling endosome
      1 GO:0055044	symplast
      1 GO:0055090	acylglycerol homeostasis
      1 GO:0055093	response to hyperoxia
      1 GO:0055105	ubiquitin-protein transferase inhibitor activity
      1 GO:0055106	ubiquitin-protein transferase regulator activity
      1 GO:0060089	molecular transducer activity
      1 GO:0060179	male mating behavior
      1 GO:0060205	cytoplasmic vesicle lumen
      1 GO:0060215	primitive hemopoiesis
      1 GO:0060251	regulation of glial cell proliferation
      1 GO:0060252	positive regulation of glial cell proliferation
      1 GO:0060256	regulation of flocculation
      1 GO:0060257	negative regulation of flocculation
      1 GO:0060258	negative regulation of filamentous growth
      1 GO:0060337	type I interferon signaling pathway
      1 GO:0060627	regulation of vesicle-mediated transport
      1 GO:0060828	regulation of canonical Wnt signaling pathway
      1 GO:0060918	auxin transport
      1 GO:0061078	positive regulation of prostaglandin secretion involved in immune response
      1 GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response
      1 GO:0061134	peptidase regulator activity
      1 GO:0061351	neural precursor cell proliferation
      1 GO:0061564	axon development
      1 GO:0061630	ubiquitin protein ligase activity
      1 GO:0061647	histone H3-K9 modification
      1 GO:0061659	ubiquitin-like protein ligase activity
      1 GO:0061695	transferase complex, transferring phosphorus-containing groups
      1 GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide
      1 GO:0061857	endoplasmic reticulum stress-induced pre-emptive quality control
      1 GO:0061951	establishment of protein localization to plasma membrane
      1 GO:0065004	protein-DNA complex assembly
      1 GO:0070034	telomerase RNA binding
      1 GO:0070035	obsolete purine NTP-dependent helicase activity
      1 GO:0070037	rRNA (pseudouridine) methyltransferase activity
      1 GO:0070206	protein trimerization
      1 GO:0070207	protein homotrimerization
      1 GO:0070228	regulation of lymphocyte apoptotic process
      1 GO:0070229	negative regulation of lymphocyte apoptotic process
      1 GO:0070273	phosphatidylinositol-4-phosphate binding
      1 GO:0070302	regulation of stress-activated protein kinase signaling cascade
      1 GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
      1 GO:0070314	G1 to G0 transition
      1 GO:0070316	regulation of G0 to G1 transition
      1 GO:0070317	negative regulation of G0 to G1 transition
      1 GO:0070328	triglyceride homeostasis
      1 GO:0070372	regulation of ERK1 and ERK2 cascade
      1 GO:0070374	positive regulation of ERK1 and ERK2 cascade
      1 GO:0070475	rRNA base methylation
      1 GO:0070491	repressing transcription factor binding
      1 GO:0070507	regulation of microtubule cytoskeleton organization
      1 GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
      1 GO:0070566	adenylyltransferase activity
      1 GO:0070570	regulation of neuron projection regeneration
      1 GO:0070572	positive regulation of neuron projection regeneration
      1 GO:0070577	lysine-acetylated histone binding
      1 GO:0070651	nonfunctional rRNA decay
      1 GO:0070663	regulation of leukocyte proliferation
      1 GO:0070665	positive regulation of leukocyte proliferation
      1 GO:0070695	FHF complex
      1 GO:0070734	histone H3-K27 methylation
      1 GO:0070785	negative regulation of growth of unicellular organism as a thread of attached cells
      1 GO:0070813	hydrogen sulfide metabolic process
      1 GO:0070814	hydrogen sulfide biosynthetic process
      1 GO:0070840	dynein complex binding
      1 GO:0070841	inclusion body assembly
      1 GO:0070842	aggresome assembly
      1 GO:0070878	primary miRNA binding
      1 GO:0070987	error-free translesion synthesis
      1 GO:0070988	demethylation
      1 GO:0070989	oxidative demethylation
      1 GO:0071000	response to magnetism
      1 GO:0071011	precatalytic spliceosome
      1 GO:0071013	catalytic step 2 spliceosome
      1 GO:0071072	negative regulation of phospholipid biosynthetic process
      1 GO:0071156	regulation of cell cycle arrest
      1 GO:0071157	negative regulation of cell cycle arrest
      1 GO:0071168	protein localization to chromatin
      1 GO:0071243	cellular response to arsenic-containing substance
      1 GO:0071266	'de novo' L-methionine biosynthetic process
      1 GO:0071267	L-methionine salvage
      1 GO:0071276	cellular response to cadmium ion
      1 GO:0071357	cellular response to type I interferon
      1 GO:0071361	cellular response to ethanol
      1 GO:0071367	cellular response to brassinosteroid stimulus
      1 GO:0071369	cellular response to ethylene stimulus
      1 GO:0071375	cellular response to peptide hormone stimulus
      1 GO:0071383	cellular response to steroid hormone stimulus
      1 GO:0071396	cellular response to lipid
      1 GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus
      1 GO:0071428	rRNA-containing ribonucleoprotein complex export from nucleus
      1 GO:0071440	regulation of histone H3-K14 acetylation
      1 GO:0071442	positive regulation of histone H3-K14 acetylation
      1 GO:0071450	cellular response to oxygen radical
      1 GO:0071451	cellular response to superoxide
      1 GO:0071467	cellular response to pH
      1 GO:0071478	cellular response to radiation
      1 GO:0071482	cellular response to light stimulus
      1 GO:0071489	cellular response to red or far red light
      1 GO:0071501	cellular response to sterol depletion
      1 GO:0071555	cell wall organization
      1 GO:0071568	UFM1 transferase activity
      1 GO:0071569	protein ufmylation
      1 GO:0071616	acyl-CoA biosynthetic process
      1 GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system
      1 GO:0071669	plant-type cell wall organization or biogenesis
      1 GO:0071731	response to nitric oxide
      1 GO:0071732	cellular response to nitric oxide
      1 GO:0071852	fungal-type cell wall organization or biogenesis
      1 GO:0071918	urea transmembrane transport
      1 GO:0071926	endocannabinoid signaling pathway
      1 GO:0071941	nitrogen cycle metabolic process
      1 GO:0071985	multivesicular body sorting pathway
      1 GO:0072089	stem cell proliferation
      1 GO:0072091	regulation of stem cell proliferation
      1 GO:0072329	monocarboxylic acid catabolic process
      1 GO:0072331	signal transduction by p53 class mediator
      1 GO:0072387	flavin adenine dinucleotide metabolic process
      1 GO:0072389	flavin adenine dinucleotide catabolic process
      1 GO:0072524	pyridine-containing compound metabolic process
      1 GO:0072527	pyrimidine-containing compound metabolic process
      1 GO:0072528	pyrimidine-containing compound biosynthetic process
      1 GO:0072659	protein localization to plasma membrane
      1 GO:0072718	response to cisplatin
      1 GO:0072719	cellular response to cisplatin
      1 GO:0075136	response to host
      1 GO:0080022	primary root development
      1 GO:0080146	L-cysteine desulfhydrase activity
      1 GO:0080171	lytic vacuole organization
      1 GO:0089709	L-histidine transmembrane transport
      1 GO:0090049	regulation of cell migration involved in sprouting angiogenesis
      1 GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis
      1 GO:0090069	regulation of ribosome biogenesis
      1 GO:0090070	positive regulation of ribosome biogenesis
      1 GO:0090085	regulation of protein deubiquitination
      1 GO:0090130	tissue migration
      1 GO:0090132	epithelium migration
      1 GO:0090140	regulation of mitochondrial fission
      1 GO:0090156	cellular sphingolipid homeostasis
      1 GO:0090174	organelle membrane fusion
      1 GO:0090237	regulation of arachidonic acid secretion
      1 GO:0090238	positive regulation of arachidonic acid secretion
      1 GO:0090263	positive regulation of canonical Wnt signaling pathway
      1 GO:0090325	regulation of locomotion involved in locomotory behavior
      1 GO:0090326	positive regulation of locomotion involved in locomotory behavior
      1 GO:0090329	regulation of DNA-dependent DNA replication
      1 GO:0090342	regulation of cell aging
      1 GO:0090344	negative regulation of cell aging
      1 GO:0090409	malonyl-CoA synthetase activity
      1 GO:0090410	malonate catabolic process
      1 GO:0090421	embryonic meristem initiation
      1 GO:0090567	reproductive shoot system development
      1 GO:0090594	inflammatory response to wounding
      1 GO:0090615	mitochondrial mRNA processing
      1 GO:0090698	post-embryonic plant morphogenesis
      1 GO:0090734	site of DNA damage
      1 GO:0097001	ceramide binding
      1 GO:0097006	regulation of plasma lipoprotein particle levels
      1 GO:0097009	energy homeostasis
      1 GO:0097060	synaptic membrane
      1 GO:0097223	obsolete sperm part
      1 GO:0097228	sperm principal piece
      1 GO:0097306	cellular response to alcohol
      1 GO:0097327	response to antineoplastic agent
      1 GO:0097352	autophagosome maturation
      1 GO:0097366	response to bronchodilator
      1 GO:0097440	apical dendrite
      1 GO:0097441	basal dendrite
      1 GO:0097472	cyclin-dependent protein kinase activity
      1 GO:0097485	neuron projection guidance
      1 GO:0097502	mannosylation
      1 GO:0097525	spliceosomal snRNP complex
      1 GO:0097526	spliceosomal tri-snRNP complex
      1 GO:0097617	annealing activity
      1 GO:0097659	nucleic acid-templated transcription
      1 GO:0097729	9+2 motile cilium
      1 GO:0098532	histone H3-K27 trimethylation
      1 GO:0098552	side of membrane
      1 GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
      1 GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane
      1 GO:0098562	cytoplasmic side of membrane
      1 GO:0098586	cellular response to virus
      1 GO:0098589	membrane region
      1 GO:0098600	selenomethionine gamma-lyase activity
      1 GO:0098606	selenocystathionine gamma-lyase activity
      1 GO:0098607	methylselenocysteine deselenhydrase activity
      1 GO:0098620	seryl-selenocysteinyl-tRNA kinase activity
      1 GO:0098630	aggregation of unicellular organisms
      1 GO:0098656	anion transmembrane transport
      1 GO:0098657	import into cell
      1 GO:0098727	maintenance of cell number
      1 GO:0098743	cell aggregation
      1 GO:0098773	skin epidermis development
      1 GO:0098794	postsynapse
      1 GO:0098798	mitochondrial protein complex
      1 GO:0098800	inner mitochondrial membrane protein complex
      1 GO:0098857	membrane microdomain
      1 GO:0098876	vesicle-mediated transport to the plasma membrane
      1 GO:0098917	retrograde trans-synaptic signaling
      1 GO:0098920	retrograde trans-synaptic signaling by lipid
      1 GO:0098921	retrograde trans-synaptic signaling by endocannabinoid
      1 GO:0098927	vesicle-mediated transport between endosomal compartments
      1 GO:0099023	vesicle tethering complex
      1 GO:0099536	synaptic signaling
      1 GO:0099537	trans-synaptic signaling
      1 GO:0099541	trans-synaptic signaling by lipid
      1 GO:0099542	trans-synaptic signaling by endocannabinoid
      1 GO:0101002	ficolin-1-rich granule
      1 GO:0110053	regulation of actin filament organization
      1 GO:0120009	intermembrane lipid transfer
      1 GO:0120010	intermembrane phospholipid transfer
      1 GO:0120114	Sm-like protein family complex
      1 GO:0120115	Lsm2-8 complex
      1 GO:0140029	exocytic process
      1 GO:0140033	acetylation-dependent protein binding
      1 GO:0140056	organelle localization by membrane tethering
      1 GO:0140102	catalytic activity, acting on a rRNA
      1 GO:0140103	catalytic activity, acting on a glycoprotein
      1 GO:1900006	positive regulation of dendrite development
      1 GO:1900150	regulation of defense response to fungus
      1 GO:1900180	regulation of protein localization to nucleus
      1 GO:1900182	positive regulation of protein localization to nucleus
      1 GO:1900239	regulation of phenotypic switching
      1 GO:1900241	positive regulation of phenotypic switching
      1 GO:1900407	regulation of cellular response to oxidative stress
      1 GO:1900408	negative regulation of cellular response to oxidative stress
      1 GO:1900429	negative regulation of filamentous growth of a population of unicellular organisms
      1 GO:1900460	obsolete negative regulation of invasive growth in response to glucose limitation by negative regulation of transcription from RNA polymerase II promoter
      1 GO:1900462	obsolete negative regulation of pseudohyphal growth by negative regulation of transcription from RNA polymerase II promoter
      1 GO:1901264	carbohydrate derivative transport
      1 GO:1901292	nucleoside phosphate catabolic process
      1 GO:1901351	regulation of phosphatidylglycerol biosynthetic process
      1 GO:1901352	negative regulation of phosphatidylglycerol biosynthetic process
      1 GO:1901474	azole transmembrane transporter activity
      1 GO:1901606	alpha-amino acid catabolic process
      1 GO:1901617	organic hydroxy compound biosynthetic process
      1 GO:1901653	cellular response to peptide
      1 GO:1901654	response to ketone
      1 GO:1901657	glycosyl compound metabolic process
      1 GO:1901659	glycosyl compound biosynthetic process
      1 GO:1901681	sulfur compound binding
      1 GO:1901797	negative regulation of signal transduction by p53 class mediator
      1 GO:1901798	positive regulation of signal transduction by p53 class mediator
      1 GO:1901799	negative regulation of proteasomal protein catabolic process
      1 GO:1901999	homogentisate metabolic process
      1 GO:1902000	homogentisate catabolic process
      1 GO:1902022	L-lysine transport
      1 GO:1902023	L-arginine transport
      1 GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors
      1 GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
      1 GO:1902047	polyamine transmembrane transport
      1 GO:1902065	response to L-glutamate
      1 GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
      1 GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
      1 GO:1902170	cellular response to reactive nitrogen species
      1 GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
      1 GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
      1 GO:1902186	regulation of viral release from host cell
      1 GO:1902188	positive regulation of viral release from host cell
      1 GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage
      1 GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage
      1 GO:1902254	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator
      1 GO:1902255	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator
      1 GO:1902475	L-alpha-amino acid transmembrane transport
      1 GO:1902554	serine/threonine protein kinase complex
      1 GO:1902616	acyl carnitine transmembrane transport
      1 GO:1902692	regulation of neuroblast proliferation
      1 GO:1902749	regulation of cell cycle G2/M phase transition
      1 GO:1902882	regulation of response to oxidative stress
      1 GO:1902883	negative regulation of response to oxidative stress
      1 GO:1902904	negative regulation of supramolecular fiber organization
      1 GO:1902905	positive regulation of supramolecular fiber organization
      1 GO:1902911	protein kinase complex
      1 GO:1903003	positive regulation of protein deubiquitination
      1 GO:1903004	regulation of protein K63-linked deubiquitination
      1 GO:1903006	positive regulation of protein K63-linked deubiquitination
      1 GO:1903007	positive regulation of Lys63-specific deubiquitinase activity
      1 GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding
      1 GO:1903026	negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding
      1 GO:1903034	regulation of response to wounding
      1 GO:1903036	positive regulation of response to wounding
      1 GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process
      1 GO:1903146	regulation of autophagy of mitochondrion
      1 GO:1903201	regulation of oxidative stress-induced cell death
      1 GO:1903202	negative regulation of oxidative stress-induced cell death
      1 GO:1903305	regulation of regulated secretory pathway
      1 GO:1903306	negative regulation of regulated secretory pathway
      1 GO:1903311	regulation of mRNA metabolic process
      1 GO:1903312	negative regulation of mRNA metabolic process
      1 GO:1903322	positive regulation of protein modification by small protein conjugation or removal
      1 GO:1903352	L-ornithine transmembrane transport
      1 GO:1903363	negative regulation of cellular protein catabolic process
      1 GO:1903400	L-arginine transmembrane transport
      1 GO:1903401	L-lysine transmembrane transport
      1 GO:1903426	regulation of reactive oxygen species biosynthetic process
      1 GO:1903428	positive regulation of reactive oxygen species biosynthetic process
      1 GO:1903509	liposaccharide metabolic process
      1 GO:1903532	positive regulation of secretion by cell
      1 GO:1903555	regulation of tumor necrosis factor superfamily cytokine production
      1 GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production
      1 GO:1903576	response to L-arginine
      1 GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
      1 GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
      1 GO:1903649	regulation of cytoplasmic transport
      1 GO:1903650	negative regulation of cytoplasmic transport
      1 GO:1903651	positive regulation of cytoplasmic transport
      1 GO:1903670	regulation of sprouting angiogenesis
      1 GO:1903672	positive regulation of sprouting angiogenesis
      1 GO:1903711	spermidine transmembrane transport
      1 GO:1903715	regulation of aerobic respiration
      1 GO:1903726	negative regulation of phospholipid metabolic process
      1 GO:1903793	positive regulation of anion transport
      1 GO:1903825	organic acid transmembrane transport
      1 GO:1903826	arginine transmembrane transport
      1 GO:1903827	regulation of cellular protein localization
      1 GO:1903829	positive regulation of cellular protein localization
      1 GO:1903862	positive regulation of oxidative phosphorylation
      1 GO:1903902	positive regulation of viral life cycle
      1 GO:1904035	regulation of epithelial cell apoptotic process
      1 GO:1904036	negative regulation of epithelial cell apoptotic process
      1 GO:1904288	BAT3 complex binding
      1 GO:1904407	positive regulation of nitric oxide metabolic process
      1 GO:1904569	regulation of selenocysteine incorporation
      1 GO:1904571	positive regulation of selenocysteine incorporation
      1 GO:1904666	regulation of ubiquitin protein ligase activity
      1 GO:1904667	negative regulation of ubiquitin protein ligase activity
      1 GO:1904772	response to tetrachloromethane
      1 GO:1904809	regulation of dense core granule transport
      1 GO:1904810	negative regulation of dense core granule transport
      1 GO:1904811	positive regulation of dense core granule transport
      1 GO:1904813	ficolin-1-rich granule lumen
      1 GO:1904829	regulation of aortic smooth muscle cell differentiation
      1 GO:1904831	positive regulation of aortic smooth muscle cell differentiation
      1 GO:1904949	ATPase complex
      1 GO:1904950	negative regulation of establishment of protein localization
      1 GO:1904951	positive regulation of establishment of protein localization
      1 GO:1905039	carboxylic acid transmembrane transport
      1 GO:1905177	tracheary element differentiation
      1 GO:1905392	plant organ morphogenesis
      1 GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process
      1 GO:1905461	positive regulation of vascular associated smooth muscle cell apoptotic process
      1 GO:1905499	trichome papilla formation
      1 GO:1905522	negative regulation of macrophage migration
      1 GO:1905915	regulation of cell differentiation involved in phenotypic switching
      1 GO:1905917	positive regulation of cell differentiation involved in phenotypic switching
      1 GO:1905930	regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching
      1 GO:1905932	positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching
      1 GO:1905952	regulation of lipid localization
      1 GO:1905954	positive regulation of lipid localization
      1 GO:1990112	RQC complex
      1 GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process
      1 GO:1990167	protein K27-linked deubiquitination
      1 GO:1990168	protein K33-linked deubiquitination
      1 GO:1990381	ubiquitin-specific protease binding
      1 GO:1990542	mitochondrial transmembrane transport
      1 GO:1990564	protein polyufmylation
      1 GO:1990575	mitochondrial L-ornithine transmembrane transport
      1 GO:1990592	protein K69-linked ufmylation
      1 GO:1990726	Lsm1-7-Pat1 complex
      1 GO:1990730	VCP-NSFL1C complex
      1 GO:1990745	EARP complex
      1 GO:1990778	protein localization to cell periphery
      1 GO:1990822	basic amino acid transmembrane transport
      1 GO:1990823	response to leukemia inhibitory factor
      1 GO:1990830	cellular response to leukemia inhibitory factor
      1 GO:1990841	promoter-specific chromatin binding
      1 GO:1990845	adaptive thermogenesis
      1 GO:1990948	ubiquitin ligase inhibitor activity
      1 GO:2000035	regulation of stem cell division
      1 GO:2000037	regulation of stomatal complex patterning
      1 GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process
      1 GO:2000106	regulation of leukocyte apoptotic process
      1 GO:2000107	negative regulation of leukocyte apoptotic process
      1 GO:2000116	regulation of cysteine-type endopeptidase activity
      1 GO:2000152	regulation of ubiquitin-specific protease activity
      1 GO:2000158	positive regulation of ubiquitin-specific protease activity
      1 GO:2000177	regulation of neural precursor cell proliferation
      1 GO:2000191	regulation of fatty acid transport
      1 GO:2000193	positive regulation of fatty acid transport
      1 GO:2000218	negative regulation of invasive growth in response to glucose limitation
      1 GO:2000220	regulation of pseudohyphal growth
      1 GO:2000221	negative regulation of pseudohyphal growth
      1 GO:2000232	regulation of rRNA processing
      1 GO:2000234	positive regulation of rRNA processing
      1 GO:2000242	negative regulation of reproductive process
      1 GO:2000243	positive regulation of reproductive process
      1 GO:2000269	regulation of fibroblast apoptotic process
      1 GO:2000278	regulation of DNA biosynthetic process
      1 GO:2000279	negative regulation of DNA biosynthetic process
      1 GO:2000341	regulation of chemokine (C-X-C motif) ligand 2 production
      1 GO:2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production
      1 GO:2000377	regulation of reactive oxygen species metabolic process
      1 GO:2000379	positive regulation of reactive oxygen species metabolic process
      1 GO:2000434	regulation of protein neddylation
      1 GO:2000435	negative regulation of protein neddylation
      1 GO:2000551	regulation of T-helper 2 cell cytokine production
      1 GO:2000553	positive regulation of T-helper 2 cell cytokine production
      1 GO:2000615	regulation of histone H3-K9 acetylation
      1 GO:2000617	positive regulation of histone H3-K9 acetylation
      1 GO:2000677	regulation of transcription regulatory region DNA binding
      1 GO:2000678	negative regulation of transcription regulatory region DNA binding
      1 GO:2001021	negative regulation of response to DNA damage stimulus
      1 GO:2001056	positive regulation of cysteine-type endopeptidase activity
      1 GO:2001235	positive regulation of apoptotic signaling pathway
      1 GO:2001236	regulation of extrinsic apoptotic signaling pathway
      1 GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
      1 GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
      1 GO:2001245	regulation of phosphatidylcholine biosynthetic process
      1 GO:2001247	positive regulation of phosphatidylcholine biosynthetic process
      2 GO:0000049	tRNA binding
      2 GO:0000098	sulfur amino acid catabolic process
      2 GO:0000149	SNARE binding
      2 GO:0000151	ubiquitin ligase complex
      2 GO:0000209	protein polyubiquitination
      2 GO:0000271	polysaccharide biosynthetic process
      2 GO:0000281	mitotic cytokinesis
      2 GO:0000282	cellular bud site selection
      2 GO:0000375	RNA splicing, via transesterification reactions
      2 GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
      2 GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter
      2 GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose
      2 GO:0000433	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
      2 GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      2 GO:0000502	proteasome complex
      2 GO:0000723	telomere maintenance
      2 GO:0000731	DNA synthesis involved in DNA repair
      2 GO:0000792	heterochromatin
      2 GO:0000910	cytokinesis
      2 GO:0000976	transcription regulatory region sequence-specific DNA binding
      2 GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
      2 GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
      2 GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
      2 GO:0000987	cis-regulatory region sequence-specific DNA binding
      2 GO:0000988	obsolete transcription factor activity, protein binding
      2 GO:0000989	obsolete transcription factor activity, transcription factor binding
      2 GO:0001076	obsolete transcription factor activity, RNA polymerase II transcription factor binding
      2 GO:0001191	obsolete transcriptional repressor activity, RNA polymerase II transcription factor binding
      2 GO:0001196	regulation of mating-type specific transcription from RNA polymerase II promoter
      2 GO:0001198	negative regulation of mating-type specific transcription from RNA polymerase II promoter
      2 GO:0001505	regulation of neurotransmitter levels
      2 GO:0001510	RNA methylation
      2 GO:0001818	negative regulation of cytokine production
      2 GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure
      2 GO:0002020	protease binding
      2 GO:0002039	p53 binding
      2 GO:0002119	nematode larval development
      2 GO:0002164	larval development
      2 GO:0002237	response to molecule of bacterial origin
      2 GO:0002251	organ or tissue specific immune response
      2 GO:0002263	cell activation involved in immune response
      2 GO:0002274	myeloid leukocyte activation
      2 GO:0002275	myeloid cell activation involved in immune response
      2 GO:0002283	neutrophil activation involved in immune response
      2 GO:0002366	leukocyte activation involved in immune response
      2 GO:0002385	mucosal immune response
      2 GO:0002443	leukocyte mediated immunity
      2 GO:0002444	myeloid leukocyte mediated immunity
      2 GO:0002446	neutrophil mediated immunity
      2 GO:0002686	negative regulation of leukocyte migration
      2 GO:0002688	regulation of leukocyte chemotaxis
      2 GO:0002694	regulation of leukocyte activation
      2 GO:0002698	negative regulation of immune effector process
      2 GO:0002702	positive regulation of production of molecular mediator of immune response
      2 GO:0002703	regulation of leukocyte mediated immunity
      2 GO:0002720	positive regulation of cytokine production involved in immune response
      2 GO:0002791	regulation of peptide secretion
      2 GO:0002819	regulation of adaptive immune response
      2 GO:0002821	positive regulation of adaptive immune response
      2 GO:0003012	muscle system process
      2 GO:0003018	vascular process in circulatory system
      2 GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal
      2 GO:0003073	regulation of systemic arterial blood pressure
      2 GO:0003690	double-stranded DNA binding
      2 GO:0003712	transcription coregulator activity
      2 GO:0003713	transcription coactivator activity
      2 GO:0004620	phospholipase activity
      2 GO:0004683	calmodulin-dependent protein kinase activity
      2 GO:0004806	triglyceride lipase activity
      2 GO:0004842	ubiquitin-protein transferase activity
      2 GO:0004843	thiol-dependent ubiquitin-specific protease activity
      2 GO:0005126	cytokine receptor binding
      2 GO:0005507	copper ion binding
      2 GO:0005509	calcium ion binding
      2 GO:0005741	mitochondrial outer membrane
      2 GO:0005793	endoplasmic reticulum-Golgi intermediate compartment
      2 GO:0005795	Golgi stack
      2 GO:0005815	microtubule organizing center
      2 GO:0005874	microtubule
      2 GO:0005887	integral component of plasma membrane
      2 GO:0005935	cellular bud neck
