      1 GO:0000001	mitochondrion inheritance
      2 GO:0044068	modulation by symbiont of host cellular process
      2 GO:0044090	positive regulation of vacuole organization
      2 GO:0044232	organelle membrane contact site
      2 GO:0044247	cellular polysaccharide catabolic process
      2 GO:0044788	modulation by host of viral process
      2 GO:0044794	positive regulation by host of viral process
      2 GO:0044805	late nucleophagy
      2 GO:0045013	carbon catabolite repression of transcription
      2 GO:0045014	carbon catabolite repression of transcription by glucose
      2 GO:0045037	protein import into chloroplast stroma
      2 GO:0045038	protein import into chloroplast thylakoid membrane
      2 GO:0045040	protein insertion into mitochondrial outer membrane
      2 GO:0045048	protein insertion into ER membrane
      2 GO:0045069	regulation of viral genome replication
      2 GO:0045070	positive regulation of viral genome replication
      2 GO:0045138	nematode male tail tip morphogenesis
      2 GO:0045155	electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity
      2 GO:0045197	establishment or maintenance of epithelial cell apical/basal polarity
      2 GO:0045211	postsynaptic membrane
      2 GO:0045239	tricarboxylic acid cycle enzyme complex
      2 GO:0045240	dihydrolipoyl dehydrogenase complex
      2 GO:0045259	proton-transporting ATP synthase complex
      2 GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)
      2 GO:0045273	respiratory chain complex II
      2 GO:0045338	farnesyl diphosphate metabolic process
      2 GO:0045436	lycopene beta cyclase activity
      2 GO:0045475	locomotor rhythm
      2 GO:0045485	omega-6 fatty acid desaturase activity
      2 GO:0045542	positive regulation of cholesterol biosynthetic process
      2 GO:0045570	regulation of imaginal disc growth
      2 GO:0045572	positive regulation of imaginal disc growth
      2 GO:0045604	regulation of epidermal cell differentiation
      2 GO:0045606	positive regulation of epidermal cell differentiation
      2 GO:0045616	regulation of keratinocyte differentiation
      2 GO:0045618	positive regulation of keratinocyte differentiation
      2 GO:0045637	regulation of myeloid cell differentiation
      2 GO:0045652	regulation of megakaryocyte differentiation
      2 GO:0045682	regulation of epidermis development
      2 GO:0045684	positive regulation of epidermis development
      2 GO:0045717	negative regulation of fatty acid biosynthetic process
      2 GO:0045719	negative regulation of glycogen biosynthetic process
      2 GO:0045739	positive regulation of DNA repair
      2 GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway
      2 GO:0045747	positive regulation of Notch signaling pathway
      2 GO:0045765	regulation of angiogenesis
      2 GO:0045766	positive regulation of angiogenesis
      2 GO:0045894	negative regulation of mating-type specific transcription, DNA-templated
      2 GO:0045901	positive regulation of translational elongation
      2 GO:0045922	negative regulation of fatty acid metabolic process
      2 GO:0045923	positive regulation of fatty acid metabolic process
      2 GO:0045943	positive regulation of transcription by RNA polymerase I
      2 GO:0045945	positive regulation of transcription by RNA polymerase III
      2 GO:0045947	negative regulation of translational initiation
      2 GO:0045980	negative regulation of nucleotide metabolic process
      2 GO:0045990	carbon catabolite regulation of transcription
      2 GO:0046112	nucleobase biosynthetic process
      2 GO:0046164	alcohol catabolic process
      2 GO:0046184	aldehyde biosynthetic process
      2 GO:0046189	phenol-containing compound biosynthetic process
      2 GO:0046209	nitric oxide metabolic process
      2 GO:0046325	negative regulation of glucose import
      2 GO:0046326	positive regulation of glucose import
      2 GO:0046349	amino sugar biosynthetic process
      2 GO:0046385	deoxyribose phosphate biosynthetic process
      2 GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
      2 GO:0046439	L-cysteine metabolic process
      2 GO:0046459	short-chain fatty acid metabolic process
      2 GO:0046461	neutral lipid catabolic process
      2 GO:0046464	acylglycerol catabolic process
      2 GO:0046470	phosphatidylcholine metabolic process
      2 GO:0046487	glyoxylate metabolic process
      2 GO:0046503	glycerolipid catabolic process
      2 GO:0046513	ceramide biosynthetic process
      2 GO:0046519	sphingoid metabolic process
      2 GO:0046527	glucosyltransferase activity
      2 GO:0046599	regulation of centriole replication
      2 GO:0046607	positive regulation of centrosome cycle
      2 GO:0046622	positive regulation of organ growth
      2 GO:0046635	positive regulation of alpha-beta T cell activation
      2 GO:0046637	regulation of alpha-beta T cell differentiation
      2 GO:0046638	positive regulation of alpha-beta T cell differentiation
      2 GO:0046654	tetrahydrofolate biosynthetic process
      2 GO:0046655	folic acid metabolic process
      2 GO:0046688	response to copper ion
      2 GO:0046689	response to mercury ion
      2 GO:0046886	positive regulation of hormone biosynthetic process
      2 GO:0046928	regulation of neurotransmitter secretion
      2 GO:0046931	pore complex assembly
      2 GO:0046940	nucleoside monophosphate phosphorylation
      2 GO:0046949	fatty-acyl-CoA biosynthetic process
      2 GO:0047372	acylglycerol lipase activity
      2 GO:0047484	regulation of response to osmotic stress
      2 GO:0047496	vesicle transport along microtubule
      2 GO:0047497	mitochondrion transport along microtubule
      2 GO:0047918	GDP-mannose 3,5-epimerase activity
      2 GO:0048015	phosphatidylinositol-mediated signaling
      2 GO:0048017	inositol lipid-mediated signaling
      2 GO:0048024	regulation of mRNA splicing, via spliceosome
      2 GO:0048038	quinone binding
      2 GO:0048039	ubiquinone binding
      2 GO:0048137	spermatocyte division
      2 GO:0048138	germ-line cyst encapsulation
      2 GO:0048140	male germ-line cyst encapsulation
      2 GO:0048142	germarium-derived cystoblast division
      2 GO:0048168	regulation of neuronal synaptic plasticity
      2 GO:0048268	clathrin coat assembly
      2 GO:0048280	vesicle fusion with Golgi apparatus
      2 GO:0048306	calcium-dependent protein binding
      2 GO:0048318	axial mesoderm development
      2 GO:0048443	stamen development
      2 GO:0048466	androecium development
      2 GO:0048478	replication fork protection
      2 GO:0048490	anterograde synaptic vesicle transport
      2 GO:0048521	negative regulation of behavior
      2 GO:0048546	digestive tract morphogenesis
      2 GO:0048564	photosystem I assembly
      2 GO:0048593	camera-type eye morphogenesis
      2 GO:0048634	regulation of muscle organ development
      2 GO:0048662	negative regulation of smooth muscle cell proliferation
      2 GO:0048670	regulation of collateral sprouting
      2 GO:0048671	negative regulation of collateral sprouting
      2 GO:0048704	embryonic skeletal system morphogenesis
      2 GO:0048706	embryonic skeletal system development
      2 GO:0048757	pigment granule maturation
      2 GO:0048762	mesenchymal cell differentiation
      2 GO:0048768	root hair cell tip growth
      2 GO:0048770	pigment granule
      2 GO:0048793	pronephros development
      2 GO:0048821	erythrocyte development
      2 GO:0048864	stem cell development
      2 GO:0050072	m7G(5')pppN diphosphatase activity
      2 GO:0050145	nucleoside monophosphate kinase activity
      2 GO:0050183	phosphatidylcholine 12-monooxygenase activity
      2 GO:0050670	regulation of lymphocyte proliferation
      2 GO:0050671	positive regulation of lymphocyte proliferation
      2 GO:0050678	regulation of epithelial cell proliferation
      2 GO:0050681	androgen receptor binding
      2 GO:0050707	regulation of cytokine secretion
      2 GO:0050715	positive regulation of cytokine secretion
      2 GO:0050728	negative regulation of inflammatory response
      2 GO:0050746	regulation of lipoprotein metabolic process
      2 GO:0050747	positive regulation of lipoprotein metabolic process
      2 GO:0050764	regulation of phagocytosis
      2 GO:0050771	negative regulation of axonogenesis
      2 GO:0050772	positive regulation of axonogenesis
      2 GO:0050775	positive regulation of dendrite morphogenesis
      2 GO:0050779	RNA destabilization
      2 GO:0050806	positive regulation of synaptic transmission
      2 GO:0050848	regulation of calcium-mediated signaling
      2 GO:0050905	neuromuscular process
      2 GO:0050918	positive chemotaxis
      2 GO:0050921	positive regulation of chemotaxis
      2 GO:0050926	regulation of positive chemotaxis
      2 GO:0050994	regulation of lipid catabolic process
      2 GO:0051016	barbed-end actin filament capping
      2 GO:0051059	NF-kappaB binding
      2 GO:0051092	positive regulation of NF-kappaB transcription factor activity
      2 GO:0051119	sugar transmembrane transporter activity
      2 GO:0051123	RNA polymerase II preinitiation complex assembly
      2 GO:0051125	regulation of actin nucleation
      2 GO:0051127	positive regulation of actin nucleation
      2 GO:0051148	negative regulation of muscle cell differentiation
      2 GO:0051149	positive regulation of muscle cell differentiation
      2 GO:0051153	regulation of striated muscle cell differentiation
      2 GO:0051156	glucose 6-phosphate metabolic process
      2 GO:0051176	positive regulation of sulfur metabolic process
      2 GO:0051180	vitamin transport
      2 GO:0051182	obsolete coenzyme transport
      2 GO:0051194	obsolete positive regulation of cofactor metabolic process
      2 GO:0051195	obsolete negative regulation of cofactor metabolic process
      2 GO:0051197	obsolete positive regulation of coenzyme metabolic process
      2 GO:0051205	protein insertion into membrane
      2 GO:0051213	dioxygenase activity
      2 GO:0051279	regulation of release of sequestered calcium ion into cytosol
      2 GO:0051282	regulation of sequestering of calcium ion
      2 GO:0051290	protein heterotetramerization
      2 GO:0051306	mitotic sister chromatid separation
      2 GO:0051570	regulation of histone H3-K9 methylation
      2 GO:0051572	negative regulation of histone H3-K4 methylation
      2 GO:0051588	regulation of neurotransmitter transport
      2 GO:0051643	endoplasmic reticulum localization
      2 GO:0051644	plastid localization
      2 GO:0051654	establishment of mitochondrion localization
      2 GO:0051667	establishment of plastid localization
      2 GO:0051686	establishment of ER localization
      2 GO:0051775	response to redox state
      2 GO:0051865	protein autoubiquitination
      2 GO:0051899	membrane depolarization
      2 GO:0051952	regulation of amine transport
      2 GO:0051954	positive regulation of amine transport
      2 GO:0051955	regulation of amino acid transport
      2 GO:0051957	positive regulation of amino acid transport
      2 GO:0051973	positive regulation of telomerase activity
      2 GO:0051974	negative regulation of telomerase activity
      2 GO:0052002	metabolism by symbiont of substance in host
      2 GO:0052006	catabolism by symbiont of substance in host
      2 GO:0052013	catabolism by symbiont of host macromolecule
      2 GO:0052014	catabolism by symbiont of host protein
      2 GO:0052032	modulation by symbiont of host inflammatory response
      2 GO:0052174	metabolism by symbiont of host macromolecule
      2 GO:0052214	metabolism of substance in other organism involved in symbiotic interaction
      2 GO:0052227	catabolism of substance in other organism involved in symbiotic interaction
      2 GO:0052228	metabolism by symbiont of host protein
      2 GO:0052229	metabolism of macromolecule in other organism involved in symbiotic interaction
      2 GO:0052312	modulation of transcription in other organism involved in symbiotic interaction
      2 GO:0052361	catabolism by organism of macromolecule in other organism involved in symbiotic interaction
      2 GO:0052363	catabolism by organism of protein in other organism involved in symbiotic interaction
      2 GO:0052418	metabolism by organism of protein in other organism involved in symbiotic interaction
      2 GO:0052592	oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor
      2 GO:0055057	neuroblast division
      2 GO:0055059	asymmetric neuroblast division
      2 GO:0055070	copper ion homeostasis
      2 GO:0055089	fatty acid homeostasis
      2 GO:0055090	acylglycerol homeostasis
      2 GO:0055105	ubiquitin-protein transferase inhibitor activity
      2 GO:0060071	Wnt signaling pathway, planar cell polarity pathway
      2 GO:0060173	limb development
      2 GO:0060216	definitive hemopoiesis
      2 GO:0060259	regulation of feeding behavior
      2 GO:0060281	regulation of oocyte development
      2 GO:0060323	head morphogenesis
      2 GO:0060324	face development
      2 GO:0060325	face morphogenesis
      2 GO:0060326	cell chemotaxis
      2 GO:0060338	regulation of type I interferon-mediated signaling pathway
      2 GO:0060339	negative regulation of type I interferon-mediated signaling pathway
      2 GO:0060393	regulation of pathway-restricted SMAD protein phosphorylation
      2 GO:0060631	regulation of meiosis I
      2 GO:0060759	regulation of response to cytokine stimulus
      2 GO:0060761	negative regulation of response to cytokine stimulus
      2 GO:0060840	artery development
      2 GO:0060872	semicircular canal development
      2 GO:0060918	auxin transport
      2 GO:0060969	negative regulation of gene silencing
      2 GO:0060976	coronary vasculature development
      2 GO:0061065	regulation of dauer larval development
      2 GO:0061086	negative regulation of histone H3-K27 methylation
      2 GO:0061133	endopeptidase activator activity
      2 GO:0061157	mRNA destabilization
      2 GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus
      2 GO:0061484	hematopoietic stem cell homeostasis
      2 GO:0061512	protein localization to cilium
      2 GO:0061515	myeloid cell development
      2 GO:0061587	transfer RNA gene-mediated silencing
      2 GO:0061608	nuclear import signal receptor activity
      2 GO:0061638	CENP-A containing chromatin
      2 GO:0061641	CENP-A containing chromatin organization
      2 GO:0061647	histone H3-K9 modification
      2 GO:0061650	ubiquitin-like protein conjugating enzyme activity
      2 GO:0061723	glycophagy
      2 GO:0061984	catabolite repression
      2 GO:0061985	carbon catabolite repression
      2 GO:0061986	negative regulation of transcription by glucose
      2 GO:0061987	negative regulation of transcription from RNA polymerase II promoter by glucose
      2 GO:0062023	collagen-containing extracellular matrix
      2 GO:0062039	biofilm matrix
      2 GO:0062040	fungal biofilm matrix
      2 GO:0070006	metalloaminopeptidase activity
      2 GO:0070050	neuron cellular homeostasis
      2 GO:0070071	proton-transporting two-sector ATPase complex assembly
      2 GO:0070180	large ribosomal subunit rRNA binding
      2 GO:0070200	establishment of protein localization to telomere
      2 GO:0070206	protein trimerization
      2 GO:0070273	phosphatidylinositol-4-phosphate binding
      2 GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
      2 GO:0070307	lens fiber cell development
      2 GO:0070316	regulation of G0 to G1 transition
      2 GO:0070317	negative regulation of G0 to G1 transition
      2 GO:0070328	triglyceride homeostasis
      2 GO:0070402	NADPH binding
      2 GO:0070461	SAGA-type complex
      2 GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay
      2 GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
      2 GO:0070555	response to interleukin-1
      2 GO:0070588	calcium ion transmembrane transport
      2 GO:0070628	proteasome binding
      2 GO:0070663	regulation of leukocyte proliferation
      2 GO:0070665	positive regulation of leukocyte proliferation
      2 GO:0070671	response to interleukin-12
      2 GO:0070717	poly-purine tract binding
      2 GO:0070791	cleistothecium development
      2 GO:0070827	chromatin maintenance
      2 GO:0070843	misfolded protein transport
      2 GO:0070868	heterochromatin organization involved in chromatin silencing
      2 GO:0070873	regulation of glycogen metabolic process
      2 GO:0070874	negative regulation of glycogen metabolic process
      2 GO:0070898	RNA polymerase III preinitiation complex assembly
      2 GO:0070900	mitochondrial tRNA modification
      2 GO:0070911	global genome nucleotide-excision repair
      2 GO:0070922	small RNA loading onto RISC
      2 GO:0070933	histone H4 deacetylation
      2 GO:0070983	dendrite guidance
      2 GO:0070987	error-free translesion synthesis
      2 GO:0070988	demethylation
      2 GO:0070992	translation initiation complex
      2 GO:0071004	U2-type prespliceosome
      2 GO:0071005	U2-type precatalytic spliceosome
      2 GO:0071010	prespliceosome
      2 GO:0071051	polyadenylation-dependent snoRNA 3'-end processing
      2 GO:0071073	positive regulation of phospholipid biosynthetic process
      2 GO:0071162	CMG complex
      2 GO:0071169	establishment of protein localization to chromatin
      2 GO:0071215	cellular response to abscisic acid stimulus
      2 GO:0071230	cellular response to amino acid stimulus
      2 GO:0071243	cellular response to arsenic-containing substance
      2 GO:0071244	cellular response to carbon dioxide
      2 GO:0071256	translocon complex
      2 GO:0071261	Ssh1 translocon complex
      2 GO:0071287	cellular response to manganese ion
      2 GO:0071326	cellular response to monosaccharide stimulus
      2 GO:0071331	cellular response to hexose stimulus
      2 GO:0071333	cellular response to glucose stimulus
      2 GO:0071347	cellular response to interleukin-1
      2 GO:0071349	cellular response to interleukin-12
      2 GO:0071356	cellular response to tumor necrosis factor
      2 GO:0071361	cellular response to ethanol
      2 GO:0071367	cellular response to brassinosteroid stimulus
      2 GO:0071384	cellular response to corticosteroid stimulus
      2 GO:0071385	cellular response to glucocorticoid stimulus
      2 GO:0071468	cellular response to acidic pH
      2 GO:0071483	cellular response to blue light
      2 GO:0071493	cellular response to UV-B
      2 GO:0071501	cellular response to sterol depletion
      2 GO:0071549	cellular response to dexamethasone stimulus
      2 GO:0071559	response to transforming growth factor beta
      2 GO:0071560	cellular response to transforming growth factor beta stimulus
      2 GO:0071577	zinc ion transmembrane transport
      2 GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system
      2 GO:0071630	nuclear protein quality control by the ubiquitin-proteasome system
      2 GO:0071684	organism emergence from protective structure
      2 GO:0071772	response to BMP
      2 GO:0071773	cellular response to BMP stimulus
      2 GO:0071850	mitotic cell cycle arrest
      2 GO:0071890	bicarbonate binding
      2 GO:0071941	nitrogen cycle metabolic process
      2 GO:0071949	FAD binding
      2 GO:0072006	nephron development
      2 GO:0072319	vesicle uncoating
      2 GO:0072357	PTW/PP1 phosphatase complex
      2 GO:0072364	obsolete regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter
      2 GO:0072416	signal transduction involved in spindle checkpoint
      2 GO:0072425	signal transduction involved in G2 DNA damage checkpoint
      2 GO:0072477	signal transduction involved in mitotic spindle checkpoint
      2 GO:0072480	mitotic spindle assembly checkpoint signaling
      2 GO:0072486	signal transduction involved in spindle assembly checkpoint
      2 GO:0072488	ammonium transmembrane transport
      2 GO:0072583	clathrin-dependent endocytosis
      2 GO:0072588	box H/ACA RNP complex
      2 GO:0072595	maintenance of protein localization in organelle
      2 GO:0072697	protein localization to cell cortex
      2 GO:0072698	protein localization to microtubule cytoskeleton
      2 GO:0075259	spore-bearing structure development
      2 GO:0075522	IRES-dependent viral translational initiation
      2 GO:0080022	primary root development
      2 GO:0086010	membrane depolarization during action potential
      2 GO:0090030	regulation of steroid hormone biosynthetic process
      2 GO:0090031	positive regulation of steroid hormone biosynthetic process
      2 GO:0090043	regulation of tubulin deacetylation
      2 GO:0090088	regulation of oligopeptide transport
      2 GO:0090089	regulation of dipeptide transport
      2 GO:0090090	negative regulation of canonical Wnt signaling pathway
      2 GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
      2 GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
      2 GO:0090200	positive regulation of release of cytochrome c from mitochondria
      2 GO:0090201	negative regulation of release of cytochrome c from mitochondria
      2 GO:0090205	positive regulation of cholesterol metabolic process
      2 GO:0090233	negative regulation of spindle checkpoint
      2 GO:0090239	regulation of histone H4 acetylation
      2 GO:0090288	negative regulation of cellular response to growth factor stimulus
      2 GO:0090311	regulation of protein deacetylation
      2 GO:0090382	phagosome maturation
      2 GO:0090436	leaf pavement cell development
      2 GO:0090498	extrinsic component of Golgi membrane
      2 GO:0090576	RNA polymerase III transcription regulator complex
      2 GO:0090598	male anatomical structure morphogenesis
      2 GO:0090646	mitochondrial tRNA processing
      2 GO:0097009	energy homeostasis
      2 GO:0097027	ubiquitin-protein transferase activator activity
      2 GO:0097038	perinuclear endoplasmic reticulum
      2 GO:0097051	establishment of protein localization to endoplasmic reticulum membrane
      2 GO:0097124	cyclin A2-CDK2 complex
      2 GO:0097240	chromosome attachment to the nuclear envelope
      2 GO:0097373	MCM core complex
      2 GO:0097431	mitotic spindle pole
      2 GO:0097472	cyclin-dependent protein kinase activity
      2 GO:0097517	contractile actin filament bundle
      2 GO:0097549	chromatin organization involved in negative regulation of transcription
      2 GO:0097574	lateral part of cell
      2 GO:0098534	centriole assembly
      2 GO:0098609	cell-cell adhesion
      2 GO:0098659	inorganic cation import across plasma membrane
      2 GO:0098711	iron ion import across plasma membrane
      2 GO:0098739	import across plasma membrane
      2 GO:0098787	mRNA cleavage involved in mRNA processing
      2 GO:0098789	pre-mRNA cleavage required for polyadenylation
      2 GO:0098799	outer mitochondrial membrane protein complex
      2 GO:0098847	sequence-specific single stranded DNA binding
      2 GO:0098869	cellular oxidant detoxification
      2 GO:0098876	vesicle-mediated transport to the plasma membrane
      2 GO:0099022	vesicle tethering
      2 GO:0099024	plasma membrane invagination
      2 GO:0099514	synaptic vesicle cytoskeletal transport
      2 GO:0099517	synaptic vesicle transport along microtubule
      2 GO:0099587	inorganic ion import across plasma membrane
      2 GO:0101031	chaperone complex
      2 GO:0120033	negative regulation of plasma membrane bounded cell projection assembly
      2 GO:0140223	general transcription initiation factor activity
      2 GO:1900006	positive regulation of dendrite development
      2 GO:1900056	negative regulation of leaf senescence
      2 GO:1900078	positive regulation of cellular response to insulin stimulus
      2 GO:1900125	regulation of hyaluronan biosynthetic process
      2 GO:1900126	negative regulation of hyaluronan biosynthetic process
      2 GO:1900408	negative regulation of cellular response to oxidative stress
      2 GO:1900434	regulation of filamentous growth of a population of unicellular organisms in response to starvation
      2 GO:1900436	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation
      2 GO:1900490	positive regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity
      2 GO:1900543	negative regulation of purine nucleotide metabolic process
      2 GO:1900864	mitochondrial RNA modification
      2 GO:1901019	regulation of calcium ion transmembrane transporter activity
      2 GO:1901071	glucosamine-containing compound metabolic process
      2 GO:1901073	glucosamine-containing compound biosynthetic process
      2 GO:1901186	positive regulation of ERBB signaling pathway
      2 GO:1901261	regulation of sorocarp spore cell differentiation
      2 GO:1901563	response to camptothecin
      2 GO:1901659	glycosyl compound biosynthetic process
      2 GO:1901798	positive regulation of signal transduction by p53 class mediator
      2 GO:1901799	negative regulation of proteasomal protein catabolic process
      2 GO:1901837	negative regulation of transcription of nucleolar large rRNA by RNA polymerase I
      2 GO:1901861	regulation of muscle tissue development
      2 GO:1901881	positive regulation of protein depolymerization
      2 GO:1901888	regulation of cell junction assembly
      2 GO:1901889	negative regulation of cell junction assembly
      2 GO:1901984	negative regulation of protein acetylation
      2 GO:1902186	regulation of viral release from host cell
      2 GO:1902188	positive regulation of viral release from host cell
      2 GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
      2 GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator
      2 GO:1902255	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator
      2 GO:1902292	cell cycle DNA replication initiation
      2 GO:1902296	DNA strand elongation involved in cell cycle DNA replication
      2 GO:1902299	pre-replicative complex assembly involved in cell cycle DNA replication
      2 GO:1902315	nuclear cell cycle DNA replication initiation
      2 GO:1902319	DNA strand elongation involved in nuclear cell cycle DNA replication
      2 GO:1902407	assembly of actomyosin apparatus involved in mitotic cytokinesis
      2 GO:1902426	deactivation of mitotic spindle assembly checkpoint
      2 GO:1902495	transmembrane transporter complex
      2 GO:1902562	H4 histone acetyltransferase complex
      2 GO:1902659	regulation of glucose mediated signaling pathway
      2 GO:1902692	regulation of neuroblast proliferation
      2 GO:1902743	regulation of lamellipodium organization
      2 GO:1902751	positive regulation of cell cycle G2/M phase transition
      2 GO:1902875	regulation of embryonic pattern specification
      2 GO:1902975	mitotic DNA replication initiation
      2 GO:1902983	DNA strand elongation involved in mitotic DNA replication
      2 GO:1903059	regulation of protein lipidation
      2 GO:1903061	positive regulation of protein lipidation
      2 GO:1903066	regulation of protein localization to cell tip
      2 GO:1903077	negative regulation of protein localization to plasma membrane
      2 GO:1903202	negative regulation of oxidative stress-induced cell death
      2 GO:1903214	regulation of protein targeting to mitochondrion
      2 GO:1903332	regulation of protein folding
      2 GO:1903371	regulation of endoplasmic reticulum tubular network organization
      2 GO:1903373	positive regulation of endoplasmic reticulum tubular network organization
      2 GO:1903426	regulation of reactive oxygen species biosynthetic process
      2 GO:1903429	regulation of cell maturation
      2 GO:1903432	regulation of TORC1 signaling
      2 GO:1903475	mitotic actomyosin contractile ring assembly
      2 GO:1903499	regulation of mitotic actomyosin contractile ring assembly
      2 GO:1903533	regulation of protein targeting
      2 GO:1903541	regulation of exosomal secretion
      2 GO:1903543	positive regulation of exosomal secretion
      2 GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production
      2 GO:1903573	negative regulation of response to endoplasmic reticulum stress
      2 GO:1903579	negative regulation of ATP metabolic process
      2 GO:1903727	positive regulation of phospholipid metabolic process
      2 GO:1903745	negative regulation of pharyngeal pumping
      2 GO:1903747	regulation of establishment of protein localization to mitochondrion
      2 GO:1903749	positive regulation of establishment of protein localization to mitochondrion
      2 GO:1903779	regulation of cardiac conduction
      2 GO:1903792	negative regulation of anion transport
      2 GO:1903793	positive regulation of anion transport
      2 GO:1903830	magnesium ion transmembrane transport
      2 GO:1903955	positive regulation of protein targeting to mitochondrion
      2 GO:1903959	regulation of anion transmembrane transport
      2 GO:1903960	negative regulation of anion transmembrane transport
      2 GO:1903998	regulation of eating behavior
      2 GO:1903999	negative regulation of eating behavior
      2 GO:1904018	positive regulation of vasculature development
      2 GO:1904262	negative regulation of TORC1 signaling
      2 GO:1904376	negative regulation of protein localization to cell periphery
      2 GO:1904580	regulation of intracellular mRNA localization
      2 GO:1904815	negative regulation of protein localization to chromosome, telomeric region
      2 GO:1904837	beta-catenin-TCF complex assembly
      2 GO:1904896	ESCRT complex disassembly
      2 GO:1904903	ESCRT III complex disassembly
      2 GO:1905476	negative regulation of protein localization to membrane
      2 GO:1905477	positive regulation of protein localization to membrane
      2 GO:1905622	negative regulation of leaf development
      2 GO:1905710	positive regulation of membrane permeability
      2 GO:1905879	regulation of oogenesis
      2 GO:1990111	spermatoproteasome complex
      2 GO:1990221	L-cysteine desulfurase complex
      2 GO:1990414	replication-born double-strand break repair via sister chromatid exchange
      2 GO:1990498	mitotic spindle microtubule
      2 GO:1990540	mitochondrial manganese ion transmembrane transport
      2 GO:1990621	ESCRT IV complex
      2 GO:1990819	actin fusion focus
      2 GO:1990948	ubiquitin ligase inhibitor activity
      2 GO:1990955	G-rich single-stranded DNA binding
      2 GO:2000028	regulation of photoperiodism, flowering
      2 GO:2000070	regulation of response to water deprivation
      2 GO:2000177	regulation of neural precursor cell proliferation
      2 GO:2000178	negative regulation of neural precursor cell proliferation
      2 GO:2000197	regulation of ribonucleoprotein complex localization
      2 GO:2000232	regulation of rRNA processing
      2 GO:2000234	positive regulation of rRNA processing
      2 GO:2000252	negative regulation of feeding behavior
      2 GO:2000269	regulation of fibroblast apoptotic process
      2 GO:2000378	negative regulation of reactive oxygen species metabolic process
      2 GO:2000431	regulation of cytokinesis, actomyosin contractile ring assembly
      2 GO:2000531	obsolete regulation of fatty acid biosynthetic process by regulation of transcription from RNA polymerase II promoter
      2 GO:2000601	positive regulation of Arp2/3 complex-mediated actin nucleation
      2 GO:2000615	regulation of histone H3-K9 acetylation
      2 GO:2000647	negative regulation of stem cell proliferation
      2 GO:2000648	positive regulation of stem cell proliferation
      2 GO:2000674	regulation of type B pancreatic cell apoptotic process
      2 GO:2000676	positive regulation of type B pancreatic cell apoptotic process
      2 GO:2000738	positive regulation of stem cell differentiation
      2 GO:2000757	negative regulation of peptidyl-lysine acetylation
      2 GO:2000766	negative regulation of cytoplasmic translation
      2 GO:2000779	regulation of double-strand break repair
      2 GO:2000786	positive regulation of autophagosome assembly
      2 GO:2000877	negative regulation of oligopeptide transport
      2 GO:2000879	negative regulation of dipeptide transport
      2 GO:2001021	negative regulation of response to DNA damage stimulus
      2 GO:2001023	regulation of response to drug
      2 GO:2001038	regulation of cellular response to drug
      2 GO:2001057	reactive nitrogen species metabolic process
      2 GO:2001215	regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity
      2 GO:2001257	regulation of cation channel activity
      3 GO:0000030	mannosyltransferase activity
      3 GO:0000060	obsolete protein import into nucleus, translocation
      3 GO:0000097	sulfur amino acid biosynthetic process
      3 GO:0000109	nucleotide-excision repair complex
      3 GO:0000112	nucleotide-excision repair factor 3 complex
      3 GO:0000123	histone acetyltransferase complex
      3 GO:0000131	incipient cellular bud site
      3 GO:0000132	establishment of mitotic spindle orientation
      3 GO:0000138	Golgi trans cisterna
      3 GO:0000146	microfilament motor activity
      3 GO:0000178	exosome (RNase complex)
      3 GO:0000212	meiotic spindle organization
      3 GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
      3 GO:0000393	spliceosomal conformational changes to generate catalytic conformation
      3 GO:0000439	transcription factor TFIIH core complex
      3 GO:0000578	embryonic axis specification
      3 GO:0000726	non-recombinational repair
      3 GO:0000729	DNA double-strand break processing
      3 GO:0000788	nuclear nucleosome
      3 GO:0000912	assembly of actomyosin apparatus involved in cytokinesis
      3 GO:0000915	actomyosin contractile ring assembly
      3 GO:0000920	septum digestion after cytokinesis
      3 GO:0000963	mitochondrial RNA processing
      3 GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding
