      1 GO:0000027	ribosomal large subunit assembly
      1 GO:0060256	regulation of flocculation
      1 GO:0060257	negative regulation of flocculation
      1 GO:0060258	negative regulation of filamentous growth
      1 GO:0060322	head development
      1 GO:0060828	regulation of canonical Wnt signaling pathway
      1 GO:0060918	auxin transport
      1 GO:0061174	type I terminal bouton
      1 GO:0061351	neural precursor cell proliferation
      1 GO:0061370	testosterone biosynthetic process
      1 GO:0061640	cytoskeleton-dependent cytokinesis
      1 GO:0061647	histone H3-K9 modification
      1 GO:0061695	transferase complex, transferring phosphorus-containing groups
      1 GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide
      1 GO:0061845	neuron projection branch point
      1 GO:0061951	establishment of protein localization to plasma membrane
      1 GO:0061982	meiosis I cell cycle process
      1 GO:0070034	telomerase RNA binding
      1 GO:0070035	obsolete purine NTP-dependent helicase activity
      1 GO:0070058	tRNA gene clustering
      1 GO:0070192	chromosome organization involved in meiotic cell cycle
      1 GO:0070193	synaptonemal complex organization
      1 GO:0070201	regulation of establishment of protein localization
      1 GO:0070273	phosphatidylinositol-4-phosphate binding
      1 GO:0070301	cellular response to hydrogen peroxide
      1 GO:0070302	regulation of stress-activated protein kinase signaling cascade
      1 GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
      1 GO:0070314	G1 to G0 transition
      1 GO:0070316	regulation of G0 to G1 transition
      1 GO:0070317	negative regulation of G0 to G1 transition
      1 GO:0070491	repressing transcription factor binding
      1 GO:0070507	regulation of microtubule cytoskeleton organization
      1 GO:0070577	lysine-acetylated histone binding
      1 GO:0070651	nonfunctional rRNA decay
      1 GO:0070671	response to interleukin-12
      1 GO:0070695	FHF complex
      1 GO:0070734	histone H3-K27 methylation
      1 GO:0070784	regulation of growth of unicellular organism as a thread of attached cells
      1 GO:0070785	negative regulation of growth of unicellular organism as a thread of attached cells
      1 GO:0070813	hydrogen sulfide metabolic process
      1 GO:0070814	hydrogen sulfide biosynthetic process
      1 GO:0070840	dynein complex binding
      1 GO:0070878	primary miRNA binding
      1 GO:0070987	error-free translesion synthesis
      1 GO:0070988	demethylation
      1 GO:0070989	oxidative demethylation
      1 GO:0071000	response to magnetism
      1 GO:0071011	precatalytic spliceosome
      1 GO:0071013	catalytic step 2 spliceosome
      1 GO:0071071	regulation of phospholipid biosynthetic process
      1 GO:0071072	negative regulation of phospholipid biosynthetic process
      1 GO:0071073	positive regulation of phospholipid biosynthetic process
      1 GO:0071103	DNA conformation change
      1 GO:0071168	protein localization to chromatin
      1 GO:0071212	subsynaptic reticulum
      1 GO:0071214	cellular response to abiotic stimulus
      1 GO:0071218	cellular response to misfolded protein
      1 GO:0071243	cellular response to arsenic-containing substance
      1 GO:0071248	cellular response to metal ion
      1 GO:0071265	L-methionine biosynthetic process
      1 GO:0071266	'de novo' L-methionine biosynthetic process
      1 GO:0071276	cellular response to cadmium ion
      1 GO:0071281	cellular response to iron ion
      1 GO:0071349	cellular response to interleukin-12
      1 GO:0071361	cellular response to ethanol
      1 GO:0071407	cellular response to organic cyclic compound
      1 GO:0071417	cellular response to organonitrogen compound
      1 GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus
      1 GO:0071428	rRNA-containing ribonucleoprotein complex export from nucleus
      1 GO:0071450	cellular response to oxygen radical
      1 GO:0071451	cellular response to superoxide
      1 GO:0071453	cellular response to oxygen levels
      1 GO:0071456	cellular response to hypoxia
      1 GO:0071467	cellular response to pH
      1 GO:0071501	cellular response to sterol depletion
      1 GO:0071568	UFM1 transferase activity
      1 GO:0071569	protein ufmylation
      1 GO:0071616	acyl-CoA biosynthetic process
      1 GO:0071629	cytoplasm protein quality control by the ubiquitin-proteasome system
      1 GO:0071669	plant-type cell wall organization or biogenesis
      1 GO:0071712	ER-associated misfolded protein catabolic process
      1 GO:0071852	fungal-type cell wall organization or biogenesis
      1 GO:0071890	bicarbonate binding
      1 GO:0071897	DNA biosynthetic process
      1 GO:0071926	endocannabinoid signaling pathway
      1 GO:0071966	fungal-type cell wall polysaccharide metabolic process
      1 GO:0072089	stem cell proliferation
      1 GO:0072091	regulation of stem cell proliferation
      1 GO:0072329	monocarboxylic acid catabolic process
      1 GO:0072337	modified amino acid transport
      1 GO:0072344	rescue of stalled ribosome
      1 GO:0072349	modified amino acid transmembrane transporter activity
      1 GO:0072488	ammonium transmembrane transport
      1 GO:0072527	pyrimidine-containing compound metabolic process
      1 GO:0072528	pyrimidine-containing compound biosynthetic process
      1 GO:0072659	protein localization to plasma membrane
      1 GO:0072718	response to cisplatin
      1 GO:0072719	cellular response to cisplatin
      1 GO:0075136	response to host
      1 GO:0080022	primary root development
      1 GO:0080027	response to herbivore
      1 GO:0080146	L-cysteine desulfhydrase activity
      1 GO:0080171	lytic vacuole organization
      1 GO:0089709	L-histidine transmembrane transport
      1 GO:0090049	regulation of cell migration involved in sprouting angiogenesis
      1 GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis
      1 GO:0090069	regulation of ribosome biogenesis
      1 GO:0090070	positive regulation of ribosome biogenesis
      1 GO:0090087	regulation of peptide transport
      1 GO:0090090	negative regulation of canonical Wnt signaling pathway
      1 GO:0090128	regulation of synapse maturation
      1 GO:0090140	regulation of mitochondrial fission
      1 GO:0090148	membrane fission
      1 GO:0090156	cellular sphingolipid homeostasis
      1 GO:0090174	organelle membrane fusion
      1 GO:0090325	regulation of locomotion involved in locomotory behavior
      1 GO:0090326	positive regulation of locomotion involved in locomotory behavior
      1 GO:0090329	regulation of DNA-dependent DNA replication
      1 GO:0090382	phagosome maturation
      1 GO:0090383	phagosome acidification
      1 GO:0090409	malonyl-CoA synthetase activity
      1 GO:0090410	malonate catabolic process
      1 GO:0090471	9,15,9'-tri-cis-zeta-carotene isomerase activity
      1 GO:0090481	pyrimidine nucleotide-sugar transmembrane transport
      1 GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
      1 GO:0090567	reproductive shoot system development
      1 GO:0090594	inflammatory response to wounding
      1 GO:0090615	mitochondrial mRNA processing
      1 GO:0090626	plant epidermis morphogenesis
      1 GO:0090698	post-embryonic plant morphogenesis
      1 GO:0090702	non-reproductive fruiting body development
      1 GO:0097001	ceramide binding
      1 GO:0097006	regulation of plasma lipoprotein particle levels
      1 GO:0097009	energy homeostasis
      1 GO:0097060	synaptic membrane
      1 GO:0097204	phagocytic cup base
      1 GO:0097223	obsolete sperm part
      1 GO:0097228	sperm principal piece
      1 GO:0097306	cellular response to alcohol
      1 GO:0097327	response to antineoplastic agent
      1 GO:0097435	supramolecular fiber organization
      1 GO:0097440	apical dendrite
      1 GO:0097441	basal dendrite
      1 GO:0097472	cyclin-dependent protein kinase activity
      1 GO:0097479	synaptic vesicle localization
      1 GO:0097480	establishment of synaptic vesicle localization
      1 GO:0097525	spliceosomal snRNP complex
      1 GO:0097526	spliceosomal tri-snRNP complex
      1 GO:0097576	vacuole fusion
      1 GO:0097617	annealing activity
      1 GO:0097659	nucleic acid-templated transcription
      1 GO:0097729	9+2 motile cilium
      1 GO:0098532	histone H3-K27 trimethylation
      1 GO:0098552	side of membrane
      1 GO:0098554	cytoplasmic side of endoplasmic reticulum membrane
      1 GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane
      1 GO:0098562	cytoplasmic side of membrane
      1 GO:0098586	cellular response to virus
      1 GO:0098589	membrane region
      1 GO:0098600	selenomethionine gamma-lyase activity
      1 GO:0098606	selenocystathionine gamma-lyase activity
      1 GO:0098607	methylselenocysteine deselenhydrase activity
      1 GO:0098620	seryl-selenocysteinyl-tRNA kinase activity
      1 GO:0098630	aggregation of unicellular organisms
      1 GO:0098655	cation transmembrane transport
      1 GO:0098660	inorganic ion transmembrane transport
      1 GO:0098661	inorganic anion transmembrane transport
      1 GO:0098693	regulation of synaptic vesicle cycle
      1 GO:0098727	maintenance of cell number
      1 GO:0098743	cell aggregation
      1 GO:0098772	molecular function regulator
      1 GO:0098793	presynapse
      1 GO:0098794	postsynapse
      1 GO:0098798	mitochondrial protein complex
      1 GO:0098800	inner mitochondrial membrane protein complex
      1 GO:0098813	nuclear chromosome segregation
      1 GO:0098857	membrane microdomain
      1 GO:0098876	vesicle-mediated transport to the plasma membrane
      1 GO:0098917	retrograde trans-synaptic signaling
      1 GO:0098920	retrograde trans-synaptic signaling by lipid
      1 GO:0098921	retrograde trans-synaptic signaling by endocannabinoid
      1 GO:0098927	vesicle-mediated transport between endosomal compartments
      1 GO:0099003	vesicle-mediated transport in synapse
      1 GO:0099080	supramolecular complex
      1 GO:0099081	supramolecular polymer
      1 GO:0099111	microtubule-based transport
      1 GO:0099120	socially cooperative development
      1 GO:0099174	regulation of presynapse organization
      1 GO:0099504	synaptic vesicle cycle
      1 GO:0099512	supramolecular fiber
      1 GO:0099513	polymeric cytoskeletal fiber
      1 GO:0099536	synaptic signaling
      1 GO:0099537	trans-synaptic signaling
      1 GO:0099541	trans-synaptic signaling by lipid
      1 GO:0099542	trans-synaptic signaling by endocannabinoid
      1 GO:0099568	cytoplasmic region
      1 GO:0101030	tRNA-guanine transglycosylation
      1 GO:0104004	cellular response to environmental stimulus
      1 GO:0110053	regulation of actin filament organization
      1 GO:0120009	intermembrane lipid transfer
      1 GO:0120010	intermembrane phospholipid transfer
      1 GO:0120114	Sm-like protein family complex
      1 GO:0120115	Lsm2-8 complex
      1 GO:0140013	meiotic nuclear division
      1 GO:0140014	mitotic nuclear division
      1 GO:0140029	exocytic process
      1 GO:0140033	acetylation-dependent protein binding
      1 GO:0140056	organelle localization by membrane tethering
      1 GO:0140103	catalytic activity, acting on a glycoprotein
      1 GO:1900006	positive regulation of dendrite development
      1 GO:1900180	regulation of protein localization to nucleus
      1 GO:1900182	positive regulation of protein localization to nucleus
      1 GO:1900239	regulation of phenotypic switching
      1 GO:1900241	positive regulation of phenotypic switching
      1 GO:1900242	regulation of synaptic vesicle endocytosis
      1 GO:1900407	regulation of cellular response to oxidative stress
      1 GO:1900408	negative regulation of cellular response to oxidative stress
      1 GO:1900428	regulation of filamentous growth of a population of unicellular organisms
      1 GO:1900429	negative regulation of filamentous growth of a population of unicellular organisms
      1 GO:1900460	obsolete negative regulation of invasive growth in response to glucose limitation by negative regulation of transcription from RNA polymerase II promoter
      1 GO:1900462	obsolete negative regulation of pseudohyphal growth by negative regulation of transcription from RNA polymerase II promoter
      1 GO:1900756	protein processing in phagocytic vesicle
      1 GO:1901351	regulation of phosphatidylglycerol biosynthetic process
      1 GO:1901352	negative regulation of phosphatidylglycerol biosynthetic process
      1 GO:1901474	azole transmembrane transporter activity
      1 GO:1901505	carbohydrate derivative transmembrane transporter activity
      1 GO:1901570	fatty acid derivative biosynthetic process
      1 GO:1901654	response to ketone
      1 GO:1901657	glycosyl compound metabolic process
      1 GO:1901659	glycosyl compound biosynthetic process
      1 GO:1901699	cellular response to nitrogen compound
      1 GO:1901798	positive regulation of signal transduction by p53 class mediator
      1 GO:1901799	negative regulation of proteasomal protein catabolic process
      1 GO:1901800	positive regulation of proteasomal protein catabolic process
      1 GO:1901981	phosphatidylinositol phosphate binding
      1 GO:1901983	regulation of protein acetylation
      1 GO:1901985	positive regulation of protein acetylation
      1 GO:1901999	homogentisate metabolic process
      1 GO:1902000	homogentisate catabolic process
      1 GO:1902022	L-lysine transport
      1 GO:1902023	L-arginine transport
      1 GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors
      1 GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors
      1 GO:1902065	response to L-glutamate
      1 GO:1902115	regulation of organelle assembly
      1 GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
      1 GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
      1 GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator
      1 GO:1902255	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator
      1 GO:1902284	neuron projection extension involved in neuron projection guidance
      1 GO:1902358	sulfate transmembrane transport
      1 GO:1902554	serine/threonine protein kinase complex
      1 GO:1902616	acyl carnitine transmembrane transport
      1 GO:1902692	regulation of neuroblast proliferation
      1 GO:1902749	regulation of cell cycle G2/M phase transition
      1 GO:1902882	regulation of response to oxidative stress
      1 GO:1902883	negative regulation of response to oxidative stress
      1 GO:1902903	regulation of supramolecular fiber organization
      1 GO:1902904	negative regulation of supramolecular fiber organization
      1 GO:1902911	protein kinase complex
      1 GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding
      1 GO:1903026	negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding
      1 GO:1903046	meiotic cell cycle process
      1 GO:1903051	negative regulation of proteolysis involved in cellular protein catabolic process
      1 GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process
      1 GO:1903146	regulation of autophagy of mitochondrion
      1 GO:1903201	regulation of oxidative stress-induced cell death
      1 GO:1903202	negative regulation of oxidative stress-induced cell death
      1 GO:1903305	regulation of regulated secretory pathway
      1 GO:1903306	negative regulation of regulated secretory pathway
      1 GO:1903311	regulation of mRNA metabolic process
      1 GO:1903312	negative regulation of mRNA metabolic process
      1 GO:1903341	regulation of meiotic DNA double-strand break formation
      1 GO:1903342	negative regulation of meiotic DNA double-strand break formation
      1 GO:1903352	L-ornithine transmembrane transport
      1 GO:1903363	negative regulation of cellular protein catabolic process
      1 GO:1903364	positive regulation of cellular protein catabolic process
      1 GO:1903400	L-arginine transmembrane transport
      1 GO:1903401	L-lysine transmembrane transport
      1 GO:1903421	regulation of synaptic vesicle recycling
      1 GO:1903426	regulation of reactive oxygen species biosynthetic process
      1 GO:1903428	positive regulation of reactive oxygen species biosynthetic process
      1 GO:1903513	endoplasmic reticulum to cytosol transport
      1 GO:1903531	negative regulation of secretion by cell
      1 GO:1903532	positive regulation of secretion by cell
      1 GO:1903576	response to L-arginine
      1 GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
      1 GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
      1 GO:1903649	regulation of cytoplasmic transport
      1 GO:1903650	negative regulation of cytoplasmic transport
      1 GO:1903651	positive regulation of cytoplasmic transport
      1 GO:1903670	regulation of sprouting angiogenesis
      1 GO:1903672	positive regulation of sprouting angiogenesis
      1 GO:1903725	regulation of phospholipid metabolic process
      1 GO:1903726	negative regulation of phospholipid metabolic process
      1 GO:1903727	positive regulation of phospholipid metabolic process
      1 GO:1903826	arginine transmembrane transport
      1 GO:1903827	regulation of cellular protein localization
      1 GO:1903829	positive regulation of cellular protein localization
      1 GO:1903900	regulation of viral life cycle
      1 GO:1903901	negative regulation of viral life cycle
      1 GO:1904035	regulation of epithelial cell apoptotic process
      1 GO:1904036	negative regulation of epithelial cell apoptotic process
      1 GO:1904407	positive regulation of nitric oxide metabolic process
      1 GO:1904569	regulation of selenocysteine incorporation
      1 GO:1904571	positive regulation of selenocysteine incorporation
      1 GO:1904666	regulation of ubiquitin protein ligase activity
      1 GO:1904667	negative regulation of ubiquitin protein ligase activity
      1 GO:1904772	response to tetrachloromethane
      1 GO:1904809	regulation of dense core granule transport
      1 GO:1904810	negative regulation of dense core granule transport
      1 GO:1904811	positive regulation of dense core granule transport
      1 GO:1904829	regulation of aortic smooth muscle cell differentiation
      1 GO:1904831	positive regulation of aortic smooth muscle cell differentiation
      1 GO:1904951	positive regulation of establishment of protein localization
      1 GO:1905177	tracheary element differentiation
      1 GO:1905368	peptidase complex
      1 GO:1905369	endopeptidase complex
      1 GO:1905392	plant organ morphogenesis
      1 GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process
      1 GO:1905461	positive regulation of vascular associated smooth muscle cell apoptotic process
      1 GO:1905915	regulation of cell differentiation involved in phenotypic switching
      1 GO:1905917	positive regulation of cell differentiation involved in phenotypic switching
      1 GO:1905930	regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching
      1 GO:1905932	positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching
      1 GO:1990033	dendritic branch point
      1 GO:1990112	RQC complex
      1 GO:1990116	ribosome-associated ubiquitin-dependent protein catabolic process
      1 GO:1990138	neuron projection extension
      1 GO:1990167	protein K27-linked deubiquitination
      1 GO:1990168	protein K33-linked deubiquitination
      1 GO:1990542	mitochondrial transmembrane transport
      1 GO:1990564	protein polyufmylation
      1 GO:1990569	UDP-N-acetylglucosamine transmembrane transport
      1 GO:1990575	mitochondrial L-ornithine transmembrane transport
      1 GO:1990592	protein K69-linked ufmylation
      1 GO:1990726	Lsm1-7-Pat1 complex
      1 GO:1990778	protein localization to cell periphery
      1 GO:1990822	basic amino acid transmembrane transport
      1 GO:1990841	promoter-specific chromatin binding
      1 GO:1990845	adaptive thermogenesis
      1 GO:1990948	ubiquitin ligase inhibitor activity
      1 GO:2000037	regulation of stomatal complex patterning
      1 GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process
      1 GO:2000060	positive regulation of ubiquitin-dependent protein catabolic process
      1 GO:2000146	negative regulation of cell motility
      1 GO:2000171	negative regulation of dendrite development
      1 GO:2000177	regulation of neural precursor cell proliferation
      1 GO:2000217	regulation of invasive growth in response to glucose limitation
      1 GO:2000218	negative regulation of invasive growth in response to glucose limitation
      1 GO:2000220	regulation of pseudohyphal growth
      1 GO:2000221	negative regulation of pseudohyphal growth
      1 GO:2000232	regulation of rRNA processing
      1 GO:2000234	positive regulation of rRNA processing
      1 GO:2000269	regulation of fibroblast apoptotic process
      1 GO:2000278	regulation of DNA biosynthetic process
      1 GO:2000279	negative regulation of DNA biosynthetic process
      1 GO:2000331	regulation of terminal button organization
      1 GO:2000377	regulation of reactive oxygen species metabolic process
      1 GO:2000379	positive regulation of reactive oxygen species metabolic process
      1 GO:2000434	regulation of protein neddylation
      1 GO:2000435	negative regulation of protein neddylation
      1 GO:2000677	regulation of transcription regulatory region DNA binding
      1 GO:2000678	negative regulation of transcription regulatory region DNA binding
      1 GO:2000756	regulation of peptidyl-lysine acetylation
      1 GO:2000758	positive regulation of peptidyl-lysine acetylation
      1 GO:2000765	regulation of cytoplasmic translation
      1 GO:2000785	regulation of autophagosome assembly
      1 GO:2001235	positive regulation of apoptotic signaling pathway
      1 GO:2001236	regulation of extrinsic apoptotic signaling pathway
      1 GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
      1 GO:2001243	negative regulation of intrinsic apoptotic signaling pathway
      1 GO:2001244	positive regulation of intrinsic apoptotic signaling pathway
      1 GO:2001245	regulation of phosphatidylcholine biosynthetic process
      1 GO:2001247	positive regulation of phosphatidylcholine biosynthetic process
      2 GO:0000082	G1/S transition of mitotic cell cycle
      2 GO:0000097	sulfur amino acid biosynthetic process
      2 GO:0000098	sulfur amino acid catabolic process
      2 GO:0000122	negative regulation of transcription by RNA polymerase II
      2 GO:0000149	SNARE binding
      2 GO:0000151	ubiquitin ligase complex
      2 GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
      2 GO:0000209	protein polyubiquitination
      2 GO:0000375	RNA splicing, via transesterification reactions
      2 GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
      2 GO:0000775	chromosome, centromeric region
      2 GO:0000776	kinetochore
      2 GO:0000792	heterochromatin
      2 GO:0000938	GARP complex
      2 GO:0000976	transcription regulatory region sequence-specific DNA binding
      2 GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding
      2 GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
      2 GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
      2 GO:0000987	cis-regulatory region sequence-specific DNA binding
      2 GO:0001505	regulation of neurotransmitter levels
      2 GO:0001558	regulation of cell growth
      2 GO:0001818	negative regulation of cytokine production
      2 GO:0001819	positive regulation of cytokine production
      2 GO:0002009	morphogenesis of an epithelium
      2 GO:0002165	instar larval or pupal development
      2 GO:0002181	cytoplasmic translation
      2 GO:0002251	organ or tissue specific immune response
      2 GO:0002385	mucosal immune response
      2 GO:0002683	negative regulation of immune system process
      2 GO:0002684	positive regulation of immune system process
      2 GO:0002697	regulation of immune effector process
      2 GO:0002698	negative regulation of immune effector process
      2 GO:0003012	muscle system process
      2 GO:0003013	circulatory system process
      2 GO:0003018	vascular process in circulatory system
      2 GO:0003333	amino acid transmembrane transport
      2 GO:0003690	double-stranded DNA binding
      2 GO:0003712	transcription coregulator activity
      2 GO:0003714	transcription corepressor activity
      2 GO:0003735	structural constituent of ribosome
      2 GO:0004518	nuclease activity
      2 GO:0004540	ribonuclease activity
      2 GO:0004601	peroxidase activity
      2 GO:0004620	phospholipase activity
      2 GO:0004683	calmodulin-dependent protein kinase activity
      2 GO:0004806	triglyceride lipase activity
      2 GO:0004843	thiol-dependent ubiquitin-specific protease activity
      2 GO:0005102	signaling receptor binding
      2 GO:0005198	structural molecule activity
      2 GO:0005342	organic acid transmembrane transporter activity
      2 GO:0005507	copper ion binding
      2 GO:0005543	phospholipid binding
      2 GO:0005615	extracellular space
      2 GO:0005798	Golgi-associated vesicle
      2 GO:0005815	microtubule organizing center
      2 GO:0005840	ribosome
      2 GO:0005844	polysome
      2 GO:0005856	cytoskeleton
      2 GO:0005887	integral component of plasma membrane
      2 GO:0005976	polysaccharide metabolic process
      2 GO:0006163	purine nucleotide metabolic process
      2 GO:0006164	purine nucleotide biosynthetic process
      2 GO:0006260	DNA replication
      2 GO:0006261	DNA-dependent DNA replication
      2 GO:0006399	tRNA metabolic process
      2 GO:0006403	RNA localization
      2 GO:0006405	RNA export from nucleus
      2 GO:0006413	translational initiation
      2 GO:0006414	translational elongation
      2 GO:0006479	protein methylation
      2 GO:0006487	protein N-linked glycosylation
      2 GO:0006555	methionine metabolic process
      2 GO:0006590	thyroid hormone generation
      2 GO:0006605	protein targeting
      2 GO:0006611	protein export from nucleus
      2 GO:0006612	protein targeting to membrane
      2 GO:0006613	cotranslational protein targeting to membrane
      2 GO:0006614	SRP-dependent cotranslational protein targeting to membrane
      2 GO:0006631	fatty acid metabolic process
      2 GO:0006644	phospholipid metabolic process
      2 GO:0006694	steroid biosynthetic process
      2 GO:0006732	obsolete coenzyme metabolic process
      2 GO:0006749	glutathione metabolic process
      2 GO:0006865	amino acid transport
      2 GO:0006869	lipid transport
      2 GO:0006873	cellular ion homeostasis
      2 GO:0006887	exocytosis
      2 GO:0006892	post-Golgi vesicle-mediated transport
      2 GO:0006897	endocytosis
      2 GO:0006913	nucleocytoplasmic transport
      2 GO:0006914	autophagy
      2 GO:0006915	apoptotic process
      2 GO:0007017	microtubule-based process
      2 GO:0007018	microtubule-based movement
      2 GO:0007032	endosome organization
      2 GO:0007033	vacuole organization
      2 GO:0007163	establishment or maintenance of cell polarity
      2 GO:0007276	gamete generation
      2 GO:0007283	spermatogenesis
      2 GO:0007422	peripheral nervous system development
      2 GO:0007444	imaginal disc development
      2 GO:0007472	wing disc morphogenesis
      2 GO:0007476	imaginal disc-derived wing morphogenesis
      2 GO:0007507	heart development
      2 GO:0007552	metamorphosis
      2 GO:0007560	imaginal disc morphogenesis
      2 GO:0007568	aging
      2 GO:0007589	body fluid secretion
      2 GO:0007591	molting cycle, chitin-based cuticle
      2 GO:0007593	chitin-based cuticle sclerotization
      2 GO:0007595	lactation
      2 GO:0007610	behavior
      2 GO:0008015	blood circulation
      2 GO:0008017	microtubule binding
      2 GO:0008081	phosphoric diester hydrolase activity
      2 GO:0008134	transcription factor binding
      2 GO:0008168	methyltransferase activity
      2 GO:0008202	steroid metabolic process
      2 GO:0008213	protein alkylation
      2 GO:0008217	regulation of blood pressure
      2 GO:0008234	cysteine-type peptidase activity
      2 GO:0008340	determination of adult lifespan
      2 GO:0008365	adult chitin-based cuticle development
      2 GO:0008378	galactosyltransferase activity
      2 GO:0008380	RNA splicing
      2 GO:0008483	transaminase activity
      2 GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage
      2 GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
      2 GO:0009064	glutamine family amino acid metabolic process
      2 GO:0009066	aspartate family amino acid metabolic process
      2 GO:0009067	aspartate family amino acid biosynthetic process
      2 GO:0009072	aromatic amino acid family metabolic process
      2 GO:0009084	glutamine family amino acid biosynthetic process
      2 GO:0009086	methionine biosynthetic process
      2 GO:0009092	homoserine metabolic process
      2 GO:0009108	obsolete coenzyme biosynthetic process
      2 GO:0009150	purine ribonucleotide metabolic process
      2 GO:0009152	purine ribonucleotide biosynthetic process
      2 GO:0009266	response to temperature stimulus
      2 GO:0009314	response to radiation
      2 GO:0009410	response to xenobiotic stimulus
      2 GO:0009451	RNA modification
      2 GO:0009581	detection of external stimulus
      2 GO:0009582	detection of abiotic stimulus
      2 GO:0009658	chloroplast organization
      2 GO:0009792	embryo development ending in birth or egg hatching
      2 GO:0009793	embryo development ending in seed dormancy
      2 GO:0009826	unidimensional cell growth
      2 GO:0009886	post-embryonic animal morphogenesis
      2 GO:0009895	negative regulation of catabolic process
      2 GO:0009931	calcium-dependent protein serine/threonine kinase activity
      2 GO:0009941	chloroplast envelope
      2 GO:0010008	endosome membrane
      2 GO:0010020	chloroplast fission
      2 GO:0010154	fruit development
      2 GO:0010171	body morphogenesis
      2 GO:0010259	multicellular organism aging
      2 GO:0010383	cell wall polysaccharide metabolic process
      2 GO:0010508	positive regulation of autophagy
      2 GO:0010638	positive regulation of organelle organization
      2 GO:0010660	regulation of muscle cell apoptotic process
      2 GO:0010720	positive regulation of cell development
      2 GO:0010857	calcium-dependent protein kinase activity
      2 GO:0010876	lipid localization
      2 GO:0010975	regulation of neuron projection development
      2 GO:0012501	programmed cell death
      2 GO:0012506	vesicle membrane
      2 GO:0014013	regulation of gliogenesis
      2 GO:0015171	amino acid transmembrane transporter activity
      2 GO:0015179	L-amino acid transmembrane transporter activity
      2 GO:0015630	microtubule cytoskeleton
      2 GO:0015807	L-amino acid transport
      2 GO:0015849	organic acid transport
      2 GO:0015934	large ribosomal subunit
      2 GO:0016052	carbohydrate catabolic process
      2 GO:0016174	NAD(P)H oxidase H2O2-forming activity
      2 GO:0016239	positive regulation of macroautophagy
      2 GO:0016324	apical plasma membrane
      2 GO:0016571	histone methylation
      2 GO:0016574	histone ubiquitination
      2 GO:0016579	protein deubiquitination
      2 GO:0016604	nuclear body
      2 GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
      2 GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
      2 GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
      2 GO:0016684	oxidoreductase activity, acting on peroxide as acceptor
      2 GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
      2 GO:0016741	transferase activity, transferring one-carbon groups
      2 GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups
      2 GO:0016769	transferase activity, transferring nitrogenous groups
      2 GO:0016798	hydrolase activity, acting on glycosyl bonds
      2 GO:0016846	carbon-sulfur lyase activity
      2 GO:0016874	ligase activity
      2 GO:0017016	Ras GTPase binding
      2 GO:0017076	purine nucleotide binding
      2 GO:0017111	nucleoside-triphosphatase activity
      2 GO:0017137	Rab GTPase binding
      2 GO:0018022	peptidyl-lysine methylation
      2 GO:0018149	peptide cross-linking
      2 GO:0018996	molting cycle, collagen and cuticulin-based cuticle
      2 GO:0019783	ubiquitin-like protein-specific protease activity
      2 GO:0021700	developmental maturation
      2 GO:0022404	molting cycle process
      2 GO:0022618	ribonucleoprotein complex assembly
      2 GO:0022622	root system development
      2 GO:0022625	cytosolic large ribosomal subunit
      2 GO:0022626	cytosolic ribosome
      2 GO:0030003	cellular cation homeostasis
      2 GO:0030029	actin filament-based process
      2 GO:0030134	COPII-coated ER to Golgi transport vesicle
      2 GO:0030135	coated vesicle
      2 GO:0030141	secretory granule
      2 GO:0030173	integral component of Golgi membrane
