      1 GO:0000001	mitochondrion inheritance
      2 GO:1903793	positive regulation of anion transport
      2 GO:1903830	magnesium ion transmembrane transport
      2 GO:1903959	regulation of anion transmembrane transport
      2 GO:1904018	positive regulation of vasculature development
      2 GO:1904035	regulation of epithelial cell apoptotic process
      2 GO:1904037	positive regulation of epithelial cell apoptotic process
      2 GO:1904063	negative regulation of cation transmembrane transport
      2 GO:1904262	negative regulation of TORC1 signaling
      2 GO:1904263	positive regulation of TORC1 signaling
      2 GO:1904353	regulation of telomere capping
      2 GO:1904358	positive regulation of telomere maintenance via telomere lengthening
      2 GO:1904376	negative regulation of protein localization to cell periphery
      2 GO:1904427	positive regulation of calcium ion transmembrane transport
      2 GO:1904580	regulation of intracellular mRNA localization
      2 GO:1904815	negative regulation of protein localization to chromosome, telomeric region
      2 GO:1904837	beta-catenin-TCF complex assembly
      2 GO:1904892	regulation of receptor signaling pathway via STAT
      2 GO:1904896	ESCRT complex disassembly
      2 GO:1904903	ESCRT III complex disassembly
      2 GO:1905348	endonuclease complex
      2 GO:1905476	negative regulation of protein localization to membrane
      2 GO:1905508	protein localization to microtubule organizing center
      2 GO:1905710	positive regulation of membrane permeability
      2 GO:1905954	positive regulation of lipid localization
      2 GO:1905959	positive regulation of cellular response to alcohol
      2 GO:1990070	TRAPPI protein complex
      2 GO:1990071	TRAPPII protein complex
      2 GO:1990072	TRAPPIII protein complex
      2 GO:1990111	spermatoproteasome complex
      2 GO:1990170	stress response to cadmium ion
      2 GO:1990380	Lys48-specific deubiquitinase activity
      2 GO:1990414	replication-born double-strand break repair via sister chromatid exchange
      2 GO:1990498	mitotic spindle microtubule
      2 GO:1990540	mitochondrial manganese ion transmembrane transport
      2 GO:1990621	ESCRT IV complex
      2 GO:1990641	response to iron ion starvation
      2 GO:1990753	equatorial cell cortex
      2 GO:1990819	actin fusion focus
      2 GO:1990948	ubiquitin ligase inhibitor activity
      2 GO:1990955	G-rich single-stranded DNA binding
      2 GO:2000070	regulation of response to water deprivation
      2 GO:2000177	regulation of neural precursor cell proliferation
      2 GO:2000178	negative regulation of neural precursor cell proliferation
      2 GO:2000197	regulation of ribonucleoprotein complex localization
      2 GO:2000220	regulation of pseudohyphal growth
      2 GO:2000232	regulation of rRNA processing
      2 GO:2000234	positive regulation of rRNA processing
      2 GO:2000269	regulation of fibroblast apoptotic process
      2 GO:2000272	negative regulation of signaling receptor activity
      2 GO:2000431	regulation of cytokinesis, actomyosin contractile ring assembly
      2 GO:2000601	positive regulation of Arp2/3 complex-mediated actin nucleation
      2 GO:2000647	negative regulation of stem cell proliferation
      2 GO:2000648	positive regulation of stem cell proliferation
      2 GO:2000674	regulation of type B pancreatic cell apoptotic process
      2 GO:2000676	positive regulation of type B pancreatic cell apoptotic process
      2 GO:2000736	regulation of stem cell differentiation
      2 GO:2000758	positive regulation of peptidyl-lysine acetylation
      2 GO:2000766	negative regulation of cytoplasmic translation
      2 GO:2001021	negative regulation of response to DNA damage stimulus
      2 GO:2001022	positive regulation of response to DNA damage stimulus
      2 GO:2001024	negative regulation of response to drug
      2 GO:2001039	negative regulation of cellular response to drug
      2 GO:2001215	regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity
      2 GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
      2 GO:2001259	positive regulation of cation channel activity
      3 GO:0000103	sulfate assimilation
      3 GO:0000131	incipient cellular bud site
      3 GO:0000138	Golgi trans cisterna
      3 GO:0000176	nuclear exosome (RNase complex)
      3 GO:0000177	cytoplasmic exosome (RNase complex)
      3 GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
      3 GO:0000314	organellar small ribosomal subunit
      3 GO:0000349	generation of catalytic spliceosome for first transesterification step
      3 GO:0000381	regulation of alternative mRNA splicing, via spliceosome
      3 GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation
      3 GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      3 GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
      3 GO:0000578	embryonic axis specification
      3 GO:0000788	nuclear nucleosome
      3 GO:0000912	assembly of actomyosin apparatus involved in cytokinesis
      3 GO:0000915	actomyosin contractile ring assembly
      3 GO:0000920	septum digestion after cytokinesis
      3 GO:0000963	mitochondrial RNA processing
      3 GO:0000967	rRNA 5'-end processing
      3 GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding
      3 GO:0000993	RNA polymerase II complex binding
      3 GO:0001109	promoter clearance during DNA-templated transcription
      3 GO:0001111	promoter clearance from RNA polymerase II promoter
      3 GO:0001508	action potential
      3 GO:0001541	ovarian follicle development
      3 GO:0001671	ATPase activator activity
      3 GO:0001726	ruffle
      3 GO:0001731	formation of translation preinitiation complex
      3 GO:0001739	sex chromatin
      3 GO:0001756	somitogenesis
      3 GO:0001818	negative regulation of cytokine production
      3 GO:0001829	trophectodermal cell differentiation
      3 GO:0001891	phagocytic cup
      3 GO:0001959	regulation of cytokine-mediated signaling pathway
      3 GO:0001960	negative regulation of cytokine-mediated signaling pathway
      3 GO:0002088	lens development in camera-type eye
      3 GO:0002184	cytoplasmic translational termination
      3 GO:0002188	translation reinitiation
      3 GO:0002221	pattern recognition receptor signaling pathway
      3 GO:0002224	toll-like receptor signaling pathway
      3 GO:0002285	lymphocyte activation involved in immune response
      3 GO:0002429	immune response-activating cell surface receptor signaling pathway
      3 GO:0002449	lymphocyte mediated immunity
      3 GO:0002699	positive regulation of immune effector process
      3 GO:0002703	regulation of leukocyte mediated immunity
      3 GO:0002706	regulation of lymphocyte mediated immunity
      3 GO:0002758	innate immune response-activating signal transduction
      3 GO:0002768	immune response-regulating cell surface receptor signaling pathway
      3 GO:0002792	negative regulation of peptide secretion
      3 GO:0002819	regulation of adaptive immune response
      3 GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
      3 GO:0003407	neural retina development
      3 GO:0003746	translation elongation factor activity
      3 GO:0003747	translation release factor activity
      3 GO:0003777	microtubule motor activity
      3 GO:0003916	DNA topoisomerase activity
      3 GO:0004016	adenylate cyclase activity
      3 GO:0004177	aminopeptidase activity
      3 GO:0004364	glutathione transferase activity
      3 GO:0004430	1-phosphatidylinositol 4-kinase activity
      3 GO:0004519	endonuclease activity
      3 GO:0004713	protein tyrosine kinase activity
      3 GO:0005049	nuclear export signal receptor activity
      3 GO:0005244	voltage-gated ion channel activity
      3 GO:0005484	SNAP receptor activity
      3 GO:0005507	copper ion binding
      3 GO:0005652	nuclear lamina
      3 GO:0005680	anaphase-promoting complex
      3 GO:0005697	telomerase holoenzyme complex
      3 GO:0005703	polytene chromosome puff
      3 GO:0005705	polytene chromosome interband
      3 GO:0005719	nuclear euchromatin
      3 GO:0005736	RNA polymerase I complex
      3 GO:0005747	mitochondrial respiratory chain complex I
      3 GO:0005763	mitochondrial small ribosomal subunit
      3 GO:0005787	signal peptidase complex
      3 GO:0005847	mRNA cleavage and polyadenylation specificity factor complex
      3 GO:0005849	mRNA cleavage factor complex
      3 GO:0005869	dynactin complex
      3 GO:0005881	cytoplasmic microtubule
      3 GO:0005891	voltage-gated calcium channel complex
      3 GO:0005934	cellular bud tip
      3 GO:0005977	glycogen metabolic process
      3 GO:0005984	disaccharide metabolic process
      3 GO:0006022	aminoglycan metabolic process
      3 GO:0006040	amino sugar metabolic process
      3 GO:0006047	UDP-N-acetylglucosamine metabolic process
      3 GO:0006083	acetate metabolic process
      3 GO:0006086	acetyl-CoA biosynthetic process from pyruvate
      3 GO:0006094	gluconeogenesis
      3 GO:0006098	pentose-phosphate shunt
      3 GO:0006110	regulation of glycolytic process
      3 GO:0006171	cAMP biosynthetic process
      3 GO:0006195	purine nucleotide catabolic process
      3 GO:0006265	DNA topological change
      3 GO:0006268	DNA unwinding involved in DNA replication
      3 GO:0006278	RNA-dependent DNA biosynthetic process
      3 GO:0006293	nucleotide-excision repair, preincision complex stabilization
      3 GO:0006294	nucleotide-excision repair, preincision complex assembly
      3 GO:0006298	mismatch repair
      3 GO:0006376	mRNA splice site selection
      3 GO:0006379	mRNA cleavage
      3 GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation
      3 GO:0006449	regulation of translational termination
      3 GO:0006465	signal peptide processing
      3 GO:0006476	protein deacetylation
      3 GO:0006491	N-glycan processing
      3 GO:0006501	C-terminal protein lipidation
      3 GO:0006534	cysteine metabolic process
      3 GO:0006541	glutamine metabolic process
      3 GO:0006591	ornithine metabolic process
      3 GO:0006622	protein targeting to lysosome
      3 GO:0006641	triglyceride metabolic process
      3 GO:0006672	ceramide metabolic process
      3 GO:0006687	glycosphingolipid metabolic process
      3 GO:0006688	glycosphingolipid biosynthetic process
      3 GO:0006691	leukotriene metabolic process
      3 GO:0006726	eye pigment biosynthetic process
      3 GO:0006727	ommochrome biosynthetic process
      3 GO:0006730	one-carbon metabolic process
      3 GO:0006739	NADP metabolic process
      3 GO:0006768	biotin metabolic process
      3 GO:0006783	heme biosynthetic process
      3 GO:0006805	xenobiotic metabolic process
      3 GO:0006817	phosphate ion transport
      3 GO:0006829	zinc ion transport
      3 GO:0006942	regulation of striated muscle contraction
      3 GO:0007004	telomere maintenance via telomerase
      3 GO:0007007	inner mitochondrial membrane organization
      3 GO:0007064	mitotic sister chromatid cohesion
      3 GO:0007089	traversing start control point of mitotic cell cycle
      3 GO:0007099	centriole replication
      3 GO:0007162	negative regulation of cell adhesion
      3 GO:0007220	Notch receptor processing
      3 GO:0007274	neuromuscular synaptic transmission
      3 GO:0007350	blastoderm segmentation
      3 GO:0007351	tripartite regional subdivision
      3 GO:0007424	open tracheal system development
      3 GO:0007519	skeletal muscle tissue development
      3 GO:0007588	excretion
      3 GO:0007605	sensory perception of sound
      3 GO:0007613	memory
      3 GO:0008023	transcription elongation factor complex
      3 GO:0008055	ocellus pigment biosynthetic process
      3 GO:0008080	N-acetyltransferase activity
      3 GO:0008097	5S rRNA binding
      3 GO:0008143	poly(A) binding
      3 GO:0008277	regulation of G protein-coupled receptor signaling pathway
      3 GO:0008541	proteasome regulatory particle, lid subcomplex
      3 GO:0008585	female gonad development
      3 GO:0008595	anterior/posterior axis specification, embryo
      3 GO:0008608	attachment of spindle microtubules to kinetochore
      3 GO:0008641	ubiquitin-like modifier activating enzyme activity
      3 GO:0008649	rRNA methyltransferase activity
      3 GO:0009065	glutamine family amino acid catabolic process
      3 GO:0009070	serine family amino acid biosynthetic process
      3 GO:0009071	serine family amino acid catabolic process
      3 GO:0009081	branched-chain amino acid metabolic process
      3 GO:0009083	branched-chain amino acid catabolic process
      3 GO:0009086	methionine biosynthetic process
      3 GO:0009102	biotin biosynthetic process
      3 GO:0009147	pyrimidine nucleoside triphosphate metabolic process
      3 GO:0009154	purine ribonucleotide catabolic process
      3 GO:0009219	pyrimidine deoxyribonucleotide metabolic process
      3 GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process
      3 GO:0009261	ribonucleotide catabolic process
      3 GO:0009263	deoxyribonucleotide biosynthetic process
      3 GO:0009265	2'-deoxyribonucleotide biosynthetic process
      3 GO:0009396	folic acid-containing compound biosynthetic process
      3 GO:0009404	toxin metabolic process
      3 GO:0009435	NAD biosynthetic process
      3 GO:0009581	detection of external stimulus
      3 GO:0009582	detection of abiotic stimulus
      3 GO:0009635	response to herbicide
      3 GO:0009642	response to light intensity
      3 GO:0009646	response to absence of light
      3 GO:0009698	phenylpropanoid metabolic process
      3 GO:0009705	plant-type vacuole membrane
      3 GO:0009707	chloroplast outer membrane
      3 GO:0009741	response to brassinosteroid
      3 GO:0009787	regulation of abscisic acid-activated signaling pathway
      3 GO:0009850	auxin metabolic process
      3 GO:0009880	embryonic pattern specification
      3 GO:0009931	calcium-dependent protein serine/threonine kinase activity
      3 GO:0009965	leaf morphogenesis
      3 GO:0010026	trichome differentiation
      3 GO:0010042	response to manganese ion
      3 GO:0010054	trichoblast differentiation
      3 GO:0010073	meristem maintenance
      3 GO:0010074	maintenance of meristem identity
      3 GO:0010090	trichome morphogenesis
      3 GO:0010091	trichome branching
      3 GO:0010165	response to X-ray
      3 GO:0010216	maintenance of DNA methylation
      3 GO:0010226	response to lithium ion
      3 GO:0010369	chromocenter
      3 GO:0010385	double-stranded methylated DNA binding
      3 GO:0010522	regulation of calcium ion transport into cytosol
      3 GO:0010632	regulation of epithelial cell migration
      3 GO:0010676	positive regulation of cellular carbohydrate metabolic process
      3 GO:0010811	positive regulation of cell-substrate adhesion
      3 GO:0010827	regulation of glucose transmembrane transport
      3 GO:0010833	telomere maintenance via telomere lengthening
      3 GO:0010857	calcium-dependent protein kinase activity
      3 GO:0010907	positive regulation of glucose metabolic process
      3 GO:0014003	oligodendrocyte development
      3 GO:0015035	protein disulfide oxidoreductase activity
      3 GO:0015662	ion transmembrane transporter activity, phosphorylative mechanism
      3 GO:0015693	magnesium ion transport
      3 GO:0015695	organic cation transport
      3 GO:0015780	nucleotide-sugar transmembrane transport
      3 GO:0015936	coenzyme A metabolic process
      3 GO:0015937	coenzyme A biosynthetic process
      3 GO:0015976	carbon utilization
      3 GO:0015985	energy coupled proton transport, down electrochemical gradient
      3 GO:0015986	ATP synthesis coupled proton transport
      3 GO:0015995	chlorophyll biosynthetic process
      3 GO:0016018	cyclosporin A binding
      3 GO:0016081	synaptic vesicle docking
      3 GO:0016119	carotene metabolic process
      3 GO:0016120	carotene biosynthetic process
      3 GO:0016180	snRNA processing
      3 GO:0016281	eukaryotic translation initiation factor 4F complex
      3 GO:0016322	neuron remodeling
      3 GO:0016331	morphogenesis of embryonic epithelium
      3 GO:0016407	acetyltransferase activity
      3 GO:0016459	myosin complex
      3 GO:0016460	myosin II complex
      3 GO:0016479	negative regulation of transcription by RNA polymerase I
      3 GO:0016574	histone ubiquitination
      3 GO:0016575	histone deacetylation
      3 GO:0016592	mediator complex
      3 GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
      3 GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
      3 GO:0016725	oxidoreductase activity, acting on CH or CH2 groups
      3 GO:0016763	transferase activity, transferring pentosyl groups
      3 GO:0016832	aldehyde-lyase activity
      3 GO:0016846	carbon-sulfur lyase activity
      3 GO:0016857	racemase and epimerase activity, acting on carbohydrates and derivatives
      3 GO:0016866	intramolecular transferase activity
      3 GO:0017000	antibiotic biosynthetic process
      3 GO:0017001	antibiotic catabolic process
      3 GO:0017022	myosin binding
      3 GO:0017048	Rho GTPase binding
      3 GO:0017070	U6 snRNA binding
      3 GO:0017112	Rab guanyl-nucleotide exchange factor activity
      3 GO:0018108	peptidyl-tyrosine phosphorylation
      3 GO:0018206	peptidyl-methionine modification
      3 GO:0018212	peptidyl-tyrosine modification
      3 GO:0018410	C-terminal protein amino acid modification
      3 GO:0019080	viral gene expression
      3 GO:0019081	viral translation
      3 GO:0019184	nonribosomal peptide biosynthetic process
      3 GO:0019205	nucleobase-containing compound kinase activity
      3 GO:0019239	deaminase activity
      3 GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
      3 GO:0019319	hexose biosynthetic process
      3 GO:0019673	GDP-mannose metabolic process
      3 GO:0019684	photosynthesis, light reaction
      3 GO:0019915	lipid storage
      3 GO:0019933	cAMP-mediated signaling
      3 GO:0021510	spinal cord development
      3 GO:0021537	telencephalon development
      3 GO:0021782	glial cell development
      3 GO:0021953	central nervous system neuron differentiation
      3 GO:0022404	molting cycle process
      3 GO:0022611	dormancy process
      3 GO:0022839	ion gated channel activity
      3 GO:0030014	CCR4-NOT complex
      3 GO:0030015	CCR4-NOT core complex
      3 GO:0030027	lamellipodium
      3 GO:0030038	contractile actin filament bundle assembly
      3 GO:0030121	AP-1 adaptor complex
      3 GO:0030175	filopodium
      3 GO:0030246	carbohydrate binding
      3 GO:0030261	chromosome condensation
      3 GO:0030317	flagellated sperm motility
      3 GO:0030323	respiratory tube development
      3 GO:0030324	lung development
      3 GO:0030336	negative regulation of cell migration
      3 GO:0030448	hyphal growth
      3 GO:0030522	intracellular receptor signaling pathway
      3 GO:0030544	Hsp70 protein binding
      3 GO:0030811	regulation of nucleotide catabolic process
      3 GO:0030952	establishment or maintenance of cytoskeleton polarity
      3 GO:0030964	NADH dehydrogenase complex
      3 GO:0031057	negative regulation of histone modification
      3 GO:0031058	positive regulation of histone modification
      3 GO:0031086	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay
      3 GO:0031087	deadenylation-independent decapping of nuclear-transcribed mRNA
      3 GO:0031100	animal organ regeneration
      3 GO:0031125	rRNA 3'-end processing
      3 GO:0031126	snoRNA 3'-end processing
      3 GO:0031166	integral component of vacuolar membrane
      3 GO:0031253	cell projection membrane
      3 GO:0031291	Ran protein signal transduction
      3 GO:0031306	intrinsic component of mitochondrial outer membrane
      3 GO:0031307	integral component of mitochondrial outer membrane
      3 GO:0031312	extrinsic component of organelle membrane
      3 GO:0031338	regulation of vesicle fusion
      3 GO:0031389	Rad17 RFC-like complex
      3 GO:0031507	heterochromatin assembly
      3 GO:0031572	G2 DNA damage checkpoint
      3 GO:0031573	intra-S DNA damage checkpoint
      3 GO:0031588	nucleotide-activated protein kinase complex
      3 GO:0031623	receptor internalization
      3 GO:0031624	ubiquitin conjugating enzyme binding
      3 GO:0031644	regulation of nervous system process
      3 GO:0031674	I band
      3 GO:0031929	TOR signaling
      3 GO:0031937	positive regulation of chromatin silencing
      3 GO:0032008	positive regulation of TOR signaling
      3 GO:0032091	negative regulation of protein binding
      3 GO:0032092	positive regulation of protein binding
      3 GO:0032102	negative regulation of response to external stimulus
      3 GO:0032106	positive regulation of response to extracellular stimulus
      3 GO:0032109	positive regulation of response to nutrient levels
      3 GO:0032201	telomere maintenance via semi-conservative replication
      3 GO:0032206	positive regulation of telomere maintenance
      3 GO:0032239	regulation of nucleobase-containing compound transport
      3 GO:0032258	cytoplasm to vacuole transport by the Cvt pathway
      3 GO:0032410	negative regulation of transporter activity
      3 GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
      3 GO:0032438	melanosome organization
      3 GO:0032456	endocytic recycling
      3 GO:0032467	positive regulation of cytokinesis
      3 GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway
      3 GO:0032675	regulation of interleukin-6 production
      3 GO:0032781	positive regulation of ATPase activity
      3 GO:0032796	uropod organization
      3 GO:0032801	receptor catabolic process
      3 GO:0032988	ribonucleoprotein complex disassembly
      3 GO:0033060	ocellus pigmentation
      3 GO:0033135	regulation of peptidyl-serine phosphorylation
      3 GO:0033202	DNA helicase complex
      3 GO:0033273	response to vitamin
      3 GO:0033298	contractile vacuole organization
      3 GO:0033314	mitotic DNA replication checkpoint
      3 GO:0033316	meiotic spindle assembly checkpoint
      3 GO:0034381	plasma lipoprotein particle clearance
      3 GO:0034383	low-density lipoprotein particle clearance
      3 GO:0034472	snRNA 3'-end processing
      3 GO:0034475	U4 snRNA 3'-end processing
      3 GO:0034486	vacuolar transmembrane transport
      3 GO:0034508	centromere complex assembly
      3 GO:0034629	cellular protein-containing complex localization
      3 GO:0034643	establishment of mitochondrion localization, microtubule-mediated
      3 GO:0034663	endoplasmic reticulum chaperone complex
      3 GO:0034702	ion channel complex
      3 GO:0034703	cation channel complex
      3 GO:0034704	calcium channel complex
      3 GO:0034754	cellular hormone metabolic process
      3 GO:0034756	regulation of iron ion transport
      3 GO:0034968	histone lysine methylation
      3 GO:0035145	exon-exon junction complex
      3 GO:0035195	gene silencing by miRNA
      3 GO:0035264	multicellular organism growth
      3 GO:0035268	protein mannosylation
      3 GO:0035269	protein O-linked mannosylation
      3 GO:0035315	hair cell differentiation
      3 GO:0035337	fatty-acyl-CoA metabolic process
      3 GO:0035580	specific granule lumen
      3 GO:0035601	protein deacylation
      3 GO:0035839	non-growing cell tip
      3 GO:0035924	cellular response to vascular endothelial growth factor stimulus
      3 GO:0035973	aggrephagy
      3 GO:0035977	protein deglycosylation involved in glycoprotein catabolic process
      3 GO:0036099	female germ-line stem cell population maintenance
      3 GO:0036128	CatSper complex
      3 GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation
      3 GO:0036176	response to neutral pH
      3 GO:0036257	multivesicular body organization
      3 GO:0036258	multivesicular body assembly
      3 GO:0036267	invasive filamentous growth
      3 GO:0036314	response to sterol
      3 GO:0036402	proteasome-activating ATPase activity
      3 GO:0036452	ESCRT complex
      3 GO:0040024	dauer larval development
      3 GO:0042052	rhabdomere development
      3 GO:0042149	cellular response to glucose starvation
      3 GO:0042168	heme metabolic process
      3 GO:0042214	terpene metabolic process
      3 GO:0042262	DNA protection
      3 GO:0042441	eye pigment metabolic process
      3 GO:0042471	ear morphogenesis
      3 GO:0042551	neuron maturation
      3 GO:0042555	MCM complex
      3 GO:0042559	pteridine-containing compound biosynthetic process
      3 GO:0042816	vitamin B6 metabolic process
      3 GO:0042819	vitamin B6 biosynthetic process
      3 GO:0043138	3'-5' DNA helicase activity
      3 GO:0043139	5'-3' DNA helicase activity
      3 GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
      3 GO:0043171	peptide catabolic process
      3 GO:0043175	RNA polymerase core enzyme binding
      3 GO:0043230	extracellular organelle
      3 GO:0043324	pigment metabolic process involved in developmental pigmentation
      3 GO:0043388	positive regulation of DNA binding
      3 GO:0043470	regulation of carbohydrate catabolic process
      3 GO:0043474	pigment metabolic process involved in pigmentation
      3 GO:0043489	RNA stabilization
      3 GO:0043545	molybdopterin cofactor metabolic process
      3 GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress
      3 GO:0043620	regulation of DNA-templated transcription in response to stress
      3 GO:0043966	histone H3 acetylation
      3 GO:0043967	histone H4 acetylation
      3 GO:0044011	single-species biofilm formation on inanimate substrate
      3 GO:0044070	regulation of anion transport
      3 GO:0044126	obsolete regulation of growth of symbiont in host
      3 GO:0044130	obsolete negative regulation of growth of symbiont in host
      3 GO:0044144	obsolete modulation of growth of symbiont involved in interaction with host
      3 GO:0044146	obsolete negative regulation of growth of symbiont involved in interaction with host
      3 GO:0044183	protein folding chaperone
      3 GO:0044351	macropinocytosis
      3 GO:0044396	actin cortical patch organization
      3 GO:0044572	[4Fe-4S] cluster assembly
      3 GO:0044779	meiotic spindle checkpoint
      3 GO:0044853	plasma membrane raft
      3 GO:0045036	protein targeting to chloroplast
      3 GO:0045169	fusome
      3 GO:0045176	apical protein localization
      3 GO:0045271	respiratory chain complex I
      3 GO:0045444	fat cell differentiation
      3 GO:0045472	response to ether
      3 GO:0045570	regulation of imaginal disc growth
      3 GO:0045582	positive regulation of T cell differentiation
      3 GO:0045621	positive regulation of lymphocyte differentiation
      3 GO:0045722	positive regulation of gluconeogenesis
      3 GO:0045747	positive regulation of Notch signaling pathway
      3 GO:0045833	negative regulation of lipid metabolic process
      3 GO:0045876	positive regulation of sister chromatid cohesion
      3 GO:0045903	positive regulation of translational fidelity
      3 GO:0045913	positive regulation of carbohydrate metabolic process
      3 GO:0045921	positive regulation of exocytosis
      3 GO:0045923	positive regulation of fatty acid metabolic process
      3 GO:0046152	ommochrome metabolic process
      3 GO:0046158	ocellus pigment metabolic process
      3 GO:0046246	terpene biosynthetic process
      3 GO:0046324	regulation of glucose import
      3 GO:0046329	negative regulation of JNK cascade
      3 GO:0046385	deoxyribose phosphate biosynthetic process
      3 GO:0046459	short-chain fatty acid metabolic process
      3 GO:0046500	S-adenosylmethionine metabolic process
      3 GO:0046545	development of primary female sexual characteristics
      3 GO:0046635	positive regulation of alpha-beta T cell activation
      3 GO:0046653	tetrahydrofolate metabolic process
      3 GO:0046660	female sex differentiation
      3 GO:0046689	response to mercury ion
      3 GO:0046755	viral budding
      3 GO:0046827	positive regulation of protein export from nucleus
      3 GO:0046831	regulation of RNA export from nucleus
      3 GO:0046847	filopodium assembly
      3 GO:0046854	phosphatidylinositol phosphorylation
      3 GO:0046887	positive regulation of hormone secretion
      3 GO:0046949	fatty-acyl-CoA biosynthetic process
      3 GO:0047497	mitochondrion transport along microtubule
      3 GO:0048010	vascular endothelial growth factor receptor signaling pathway
      3 GO:0048024	regulation of mRNA splicing, via spliceosome
      3 GO:0048069	eye pigmentation
      3 GO:0048103	somatic stem cell division
      3 GO:0048255	mRNA stabilization
      3 GO:0048318	axial mesoderm development
      3 GO:0048438	floral whorl development
      3 GO:0048565	digestive tract development
      3 GO:0048571	long-day photoperiodism
      3 GO:0048581	negative regulation of post-embryonic development
      3 GO:0048599	oocyte development
      3 GO:0048709	oligodendrocyte differentiation
      3 GO:0048753	pigment granule organization
      3 GO:0048821	erythrocyte development
      3 GO:0048825	cotyledon development
      3 GO:0048863	stem cell differentiation
      3 GO:0050709	negative regulation of protein secretion
      3 GO:0050750	low-density lipoprotein particle receptor binding
      3 GO:0050764	regulation of phagocytosis
      3 GO:0050772	positive regulation of axonogenesis
      3 GO:0050775	positive regulation of dendrite morphogenesis
      3 GO:0050795	regulation of behavior
      3 GO:0050796	regulation of insulin secretion
      3 GO:0050830	defense response to Gram-positive bacterium
      3 GO:0050848	regulation of calcium-mediated signaling
      3 GO:0050891	multicellular organismal water homeostasis
      3 GO:0050900	leukocyte migration
      3 GO:0050931	pigment cell differentiation
      3 GO:0051019	mitogen-activated protein kinase binding
      3 GO:0051055	negative regulation of lipid biosynthetic process
      3 GO:0051059	NF-kappaB binding
      3 GO:0051146	striated muscle cell differentiation
      3 GO:0051147	regulation of muscle cell differentiation
      3 GO:0051156	glucose 6-phosphate metabolic process
      3 GO:0051189	prosthetic group metabolic process
      3 GO:0051205	protein insertion into membrane
      3 GO:0051271	negative regulation of cellular component movement
      3 GO:0051279	regulation of release of sequestered calcium ion into cytosol
      3 GO:0051282	regulation of sequestering of calcium ion
      3 GO:0051298	centrosome duplication
      3 GO:0051306	mitotic sister chromatid separation
      3 GO:0051353	positive regulation of oxidoreductase activity
      3 GO:0051444	negative regulation of ubiquitin-protein transferase activity
      3 GO:0051539	4 iron, 4 sulfur cluster binding
      3 GO:0051569	regulation of histone H3-K4 methylation
      3 GO:0051592	response to calcium ion
      3 GO:0051654	establishment of mitochondrion localization
      3 GO:0051693	actin filament capping
      3 GO:0051702	interaction with symbiont
      3 GO:0051851	modulation by host of symbiont process
      3 GO:0051899	membrane depolarization
      3 GO:0052742	phosphatidylinositol kinase activity
      3 GO:0055001	muscle cell development
      3 GO:0055002	striated muscle cell development
      3 GO:0055081	anion homeostasis
      3 GO:0055105	ubiquitin-protein transferase inhibitor activity
      3 GO:0055123	digestive system development
      3 GO:0060033	anatomical structure regression
      3 GO:0060041	retina development in camera-type eye
      3 GO:0060142	regulation of syncytium formation by plasma membrane fusion
      3 GO:0060173	limb development
      3 GO:0060176	regulation of aggregation involved in sorocarp development
      3 GO:0060281	regulation of oocyte development
      3 GO:0060303	regulation of nucleosome density
      3 GO:0060338	regulation of type I interferon-mediated signaling pathway
      3 GO:0060339	negative regulation of type I interferon-mediated signaling pathway
      3 GO:0060348	bone development
      3 GO:0060359	response to ammonium ion
      3 GO:0060485	mesenchyme development
      3 GO:0060538	skeletal muscle organ development
      3 GO:0060628	regulation of ER to Golgi vesicle-mediated transport
      3 GO:0060631	regulation of meiosis I
      3 GO:0060759	regulation of response to cytokine stimulus
      3 GO:0060761	negative regulation of response to cytokine stimulus
      3 GO:0060964	regulation of gene silencing by miRNA
      3 GO:0061063	positive regulation of nematode larval development
      3 GO:0061085	regulation of histone H3-K27 methylation
      3 GO:0061135	endopeptidase regulator activity
      3 GO:0061515	myeloid cell development
      3 GO:0070062	extracellular exosome
      3 GO:0070125	mitochondrial translational elongation
